Entity ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year
59496,"Diamond Spring, LLC",Map,Map,OK,Johnston,SWPP,IPP Non-CHP,46001,,303.5,303.5,303.5,Onshore Wind Turbine,WND,WT,12,2020
63100,Juno Solar Project,Map,Map,TX,Borden,ERCO,IPP Non-CHP,IPJNO,,143.5,143.5,143.5,Solar Photovoltaic,SUN,PV,8,2021
63100,Juno Solar Project,Map,Map,TX,Borden,ERCO,IPP Non-CHP,JUNO1,,159.0,159.0,159.0,Solar Photovoltaic,SUN,PV,6,2021
63101,Aragorn Solar Project,Map,Map,TX,Culberson,ERCO,IPP Non-CHP,IPAGN,,187.2,180.0,180.0,Solar Photovoltaic,SUN,PV,12,2021
62627,"Duus Solar, LLC",Map,Map,OR,Clackamas,PGE,IPP Non-CHP,ORDUS,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,2,2020
62627,"Firwood Solar, LLC",Map,Map,OR,Clackamas,PGE,IPP Non-CHP,ORFWD,,10.0,10.0,10.0,Solar Photovoltaic,SUN,PV,2,2020
62627,"Aulander Hwy 42 Solar, LLC",Map,Map,NC,Hertford,PJM,IPP Non-CHP,NCAUL,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2016
56990,Campus Drive Solar,Map,Map,NJ,Burlington,PJM,IPP Non-CHP,CAMPS,,3.7,3.7,3.7,Solar Photovoltaic,SUN,PV,5,2020
63082,HO Clarke Generating,Map,Map,TX,Harris,ERCO,IPP Non-CHP,CTG-1,,60.5,44.5,49.8,Natural Gas Fired Combustion Turbine,NG,GT,3,2021
63082,HO Clarke Generating,Map,Map,TX,Harris,ERCO,IPP Non-CHP,CTG-2,,60.5,44.5,49.8,Natural Gas Fired Combustion Turbine,NG,GT,3,2021
63082,HO Clarke Generating,Map,Map,TX,Harris,ERCO,IPP Non-CHP,CTG-3,,60.5,44.5,49.8,Natural Gas Fired Combustion Turbine,NG,GT,3,2021
63082,HO Clarke Generating,Map,Map,TX,Harris,ERCO,IPP Non-CHP,CTG-4,,60.5,44.5,49.8,Natural Gas Fired Combustion Turbine,NG,GT,3,2021
63082,HO Clarke Generating,Map,Map,TX,Harris,ERCO,IPP Non-CHP,CTG-5,,60.5,44.5,49.8,Natural Gas Fired Combustion Turbine,NG,GT,3,2021
63082,HO Clarke Generating,Map,Map,TX,Harris,ERCO,IPP Non-CHP,CTG-6,,60.5,44.5,49.8,Natural Gas Fired Combustion Turbine,NG,GT,3,2021
63082,HO Clarke Generating,Map,Map,TX,Harris,ERCO,IPP Non-CHP,CTG-7,,60.5,44.5,49.8,Natural Gas Fired Combustion Turbine,NG,GT,10,2021
63082,HO Clarke Generating,Map,Map,TX,Harris,ERCO,IPP Non-CHP,CTG-8,,60.5,44.5,49.8,Natural Gas Fired Combustion Turbine,NG,GT,10,2021
63106,"Sutton Solar 2, LLC CSG",Map,Map,MA,Worcester,ISNE,IPP Non-CHP,6004,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,12,2020
63107,"Lansing Renewables, LLC",Map,Map,NY,Tompkins,NYIS,IPP Non-CHP,14320,,3.0,3.0,3.0,Batteries,MWH,BA,4,2022
63107,"Lansing Renewables, LLC",Map,Map,NY,Tompkins,NYIS,IPP Non-CHP,6004,,5.0,5.0,4.0,Solar Photovoltaic,SUN,PV,11,2020
63108,"Granby Solar, LLC CSG",Map,Map,MA,Hampshire,ISNE,IPP Non-CHP,4787,,3.0,3.0,3.0,Solar Photovoltaic,SUN,PV,7,2021
63108,"Granby Solar, LLC CSG",Map,Map,MA,Hampshire,ISNE,IPP Non-CHP,4788,,2.0,2.0,1.8,Batteries,MWH,BA,3,2022
63109,"Hales Mills Solar, LLC",Map,Map,NY,Fulton,NYIS,IPP Non-CHP,6609,,5.0,3.6,2.9,Solar Photovoltaic,SUN,PV,10,2020
63110,"Owlville Creek Solar 2, LLC",Map,Map,NY,Madison,NYIS,IPP Non-CHP,20660,,3.0,3.0,3.0,Batteries,MWH,BA,7,2022
63110,"Owlville Creek Solar 2, LLC",Map,Map,NY,Madison,NYIS,IPP Non-CHP,6609,,5.0,5.0,4.0,Solar Photovoltaic,SUN,PV,12,2020
63111,"Owlville Creek Solar, LLC",Map,Map,NY,Madison,NYIS,IPP Non-CHP,20660,,3.0,3.0,3.0,Batteries,MWH,BA,7,2022
63111,"Owlville Creek Solar, LLC",Map,Map,NY,Madison,NYIS,IPP Non-CHP,6608,,5.0,5.0,4.0,Solar Photovoltaic,SUN,PV,12,2020
63118,Galloway 2 Solar Farm,Map,Map,TX,Concho,ERCO,IPP Non-CHP,GS2SF,,110.0,110.0,110.0,Solar Photovoltaic,SUN,PV,10,2023
63121,Starvation,Map,Map,OR,Harney,BPAT,IPP Non-CHP,STAR,,9.9,9.9,9.9,Solar Photovoltaic,SUN,PV,12,2019
63119,"Scotch Bonnet Solar, LLC",Map,Map,NC,Pender,CPLE,IPP Non-CHP,PGR07,,4.5,4.5,4.5,Solar Photovoltaic,SUN,PV,12,2020
63120,"Cubera Solar, LLC",Map,Map,NC,Harnett,CPLE,IPP Non-CHP,PGR06,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,1,2020
63113,"AOC, Capitol Power Plant",Map,Map,DC,District of Columbia,PJM,Commercial CHP,CTG1,,7.5,7.5,7.5,Natural Gas Fired Combustion Turbine,NG,GT,8,2018
60453,OE_AZ1,Map,Map,AZ,La Paz,WALC,IPP Non-CHP,AZ1,,32.5,32.5,32.5,Solar Photovoltaic,SUN,PV,1,2020
60453,OE_GA3,Map,Map,GA,Mitchell,SOCO,IPP Non-CHP,GA3,,57.5,57.5,57.5,Solar Photovoltaic,SUN,PV,1,2020
63116,Bluebell Solar II,Map,Map,TX,Sterling,ERCO,IPP Non-CHP,BBS2,,115.0,115.0,115.0,Solar Photovoltaic,SUN,PV,12,2020
63117,Gemini Solar,Map,Map,NV,Clark,NEVP,IPP Non-CHP,ARBE1,,690.0,690.0,690.0,Solar Photovoltaic,SUN,PV,3,2024
63117,Gemini Solar,Map,Map,NV,Clark,NEVP,IPP Non-CHP,ARPV1,,380.0,380.0,380.0,Batteries,MWH,BA,3,2024
62067,Allied Beverages Elizabeth,Map,Map,NJ,Union,PJM,IPP Non-CHP,ABE,,3.2,3.2,3.2,Solar Photovoltaic,SUN,PV,6,2018
62067,Ticket Network South Windsor,Map,Map,CT,Hartford,ISNE,IPP Non-CHP,TNSW,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,5,2018
62067,Chanel Piscataway Rooftop,Map,Map,NJ,Middlesex,PJM,IPP Non-CHP,CPR,,1.4,1.4,1.4,Solar Photovoltaic,SUN,PV,10,2018
62067,Colonial Pipeline Allentown Chesterfield,Map,Map,NJ,Burlington,PJM,IPP Non-CHP,CPAC,,1.9,1.9,1.9,Solar Photovoltaic,SUN,PV,7,2018
62067,Colonial Pipeline Woodbury West Deptford,Map,Map,NJ,Gloucester,PJM,IPP Non-CHP,CPWWD,,3.7,3.7,3.7,Solar Photovoltaic,SUN,PV,5,2018
62067,Corbin Russwin Phase 3 Berlin,Map,Map,CT,Hartford,ISNE,IPP Non-CHP,CRP3B,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,4,2018
62067,Medline Ind. Phase 2 Tracy,Map,Map,CA,San Joaquin,CISO,IPP Non-CHP,MIP2T,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,4,2018
62067,Niagara Bottling Stockton,Map,Map,CA,San Joaquin,CISO,IPP Non-CHP,NBS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,1,2018
63102,Soda Lake 3,Map,Map,NV,Churchill,NEVP,IPP Non-CHP,SL3,,26.0,20.0,20.0,Geothermal,GEO,BT,11,2019
60268,435A Bergen Avenue,Map,Map,NJ,Hudson,PJM,Commercial Non-CHP,1,,1.4,1.4,1.1,Solar Photovoltaic,SUN,PV,7,2019
63131,Strandness Garden,Map,Map,MN,Pope,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,2,2020
62719,"GSPP Gilman, LLC",Map,Map,VT,Essex,ISNE,IPP Non-CHP,GILMA,,2.1,2.1,2.1,Solar Photovoltaic,SUN,PV,9,2018
62719,Riley Road LLC,Map,Map,NY,Orange,NYIS,IPP Non-CHP,RILE1,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,8,2019
62719,Riley Road LLC,Map,Map,NY,Orange,NYIS,IPP Non-CHP,RILE2,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,8,2019
62719,GSSP Schneider LLC,Map,Map,MN,Stearns,MISO,IPP Non-CHP,SCHN1,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,10,2019
62719,GSSP Schneider LLC,Map,Map,MN,Stearns,MISO,IPP Non-CHP,SCHN2,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,10,2019
62719,GSSP Schneider LLC,Map,Map,MN,Stearns,MISO,IPP Non-CHP,SCHN3,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,10,2019
62719,GSSP Schneider LLC,Map,Map,MN,Stearns,MISO,IPP Non-CHP,SCHN4,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,10,2019
62719,GSSP Schneider LLC,Map,Map,MN,Stearns,MISO,IPP Non-CHP,SCHN5,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,10,2019
62719,Hope Solar Farm LLC,Map,Map,NY,Rensselaer,NYIS,IPP Non-CHP,BRUNS,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,12,2019
62719,Catlin Solar 1 LLC,Map,Map,NY,Schuyler,NYIS,IPP Non-CHP,CATLI,,4.0,4.0,4.0,Solar Photovoltaic,SUN,PV,12,2019
62719,Saratoga Solar LLC,Map,Map,NY,Saratoga,NYIS,IPP Non-CHP,SARAT,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2019
62719,CP Middletown Solar I LLC,Map,Map,CT,Middlesex,ISNE,IPP Non-CHP,CPMI1,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,12,2019
62719,CP Middletown Solar II LLC,Map,Map,CT,Middlesex,ISNE,IPP Non-CHP,CPMI2,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,12,2019
63125,Phelan Pinon Hills CSD Solar,Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,PPHS,,1.2,1.1,0.8,Solar Photovoltaic,SUN,PV,11,2015
62852,"ESA Hamlet NC , LLC",Map,Map,NC,Richmond,CPLE,IPP Non-CHP,PGR10,,5.0,5.0,3.0,Solar Photovoltaic,SUN,PV,1,2021
63129,Wapello Solar LLC,Map,Map,IA,Louisa,MISO,IPP Non-CHP,WAPLO,,100.0,100.0,100.0,Solar Photovoltaic,SUN,PV,3,2021
60531,Mtn. Solar 3 CSG,Map,Map,CO,Morgan,PSCO,IPP Non-CHP,X0134,,1.5,1.5,1.5,Solar Photovoltaic,SUN,PV,1,2020
62915,Goodhue Community Solar One LLC CSG,Map,Map,MN,Goodhue,MISO,IPP Non-CHP,52829,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,2,2020
62627,"Railroad Solar Farm, LLC",Map,Map,NC,Robeson,CPLE,IPP Non-CHP,NCRAL,,4.1,4.1,4.1,Solar Photovoltaic,SUN,PV,12,2016
62627,"ATOOD Solar IV, LLC",Map,Map,NC,Brunswick,CPLE,IPP Non-CHP,NCATD,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2019
63139,Bennington Wind,Map,Map,IL,Marshall,MISO,IPP Non-CHP,BENN,,93.0,93.0,93.0,Onshore Wind Turbine,WND,WT,10,2021
61944,Castaic Lake Phase II,Map,Map,CA,Los Angeles,CISO,IPP Non-CHP,CA135,,3.5,3.5,3.5,Solar Photovoltaic,SUN,PV,12,2014
63141,"Rancho Seco Solar II, LLC",Map,Map,CA,Sacramento,BANC,IPP Non-CHP,RSS2,,160.0,160.0,160.0,Solar Photovoltaic,SUN,PV,2,2021
63183,Oxy Renewable Energy - Goldsmith,Map,Map,TX,Ector,ERCO,IPP Non-CHP,SOLAR,,16.8,16.8,11.8,Solar Photovoltaic,SUN,PV,5,2020
63128,"Jordan Creek Wind Farm, LLC",Map,Map,IN,Warren,MISO,IPP Non-CHP,JCW,,398.6,398.6,398.6,Onshore Wind Turbine,WND,WT,12,2020
60571,Shelby Solar Array,Map,Map,OH,Richland,PJM,IPP Non-CHP,SHBOH,,1.9,1.9,1.9,Solar Photovoltaic,SUN,PV,12,2019
61724,City of Rio Rancho WWTP,Map,Map,NM,Sandoval,PNM,IPP Non-CHP,CORR,,1.2,1.2,0.8,Solar Photovoltaic,SUN,PV,9,2019
61419,DEC Phase II at Georgetown,Map,Map,DE,Sussex,PJM,IPP Non-CHP,DECII,,3.0,3.0,3.0,Solar Photovoltaic,SUN,PV,12,2019
63124,"Cuming County Renewables, LLC",Map,Map,NE,Cuming,SWPP,IPP Non-CHP,T-1,,2.5,2.5,2.5,Onshore Wind Turbine,WND,WT,12,2019
63143,Falls Creek Garden,Map,Map,MN,Rice,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,2,2020
63144,Star Garden,Map,Map,MN,Pope,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,2,2020
63157,Buffalo Garden,Map,Map,MN,Waseca,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,3,2020
63158,Loon Garden,Map,Map,MN,Waseca,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,2,2020
63163,Kearsarge Amesbury Hybrid,Map,Map,MA,Essex,ISNE,IPP Non-CHP,AMBAT,,1.6,1.6,1.6,Batteries,MWH,BA,12,2019
63163,Kearsarge Amesbury Hybrid,Map,Map,MA,Essex,ISNE,IPP Non-CHP,AMES,,3.3,3.3,3.3,Solar Photovoltaic,SUN,PV,12,2019
60571,Galesburg Solar Array,Map,Map,IL,Henderson,MISO,IPP Non-CHP,GWA01,,1.4,1.4,1.4,Solar Photovoltaic,SUN,PV,3,2020
63159,Stearns Solar I,Map,Map,MN,Stearns,MISO,IPP Non-CHP,STE,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,9,2019
63160,Olinda Trail Solar,Map,Map,MN,Chisago,MISO,IPP Non-CHP,OLI,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,9,2019
63161,New Munich Solar,Map,Map,MN,Stearns,MISO,IPP Non-CHP,MUN,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,9,2019
63162,Clara City Solar,Map,Map,MN,Chippewa,MISO,IPP Non-CHP,CCS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,9,2019
61944,Thermo Fisher,Map,Map,NJ,Somerset,PJM,IPP Non-CHP,1,,1.5,1.5,1.5,Solar Photovoltaic,SUN,PV,2,2013
61227,Pearl II,Map,Map,NY,Genesee,NYIS,IPP Non-CHP,29,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,12,2018
60520,Vermillion River_MN_GRE DEA-GM,Map,Map,MN,Dakota,MISO,IPP Non-CHP,PV1,,3.0,3.0,3.0,Solar Photovoltaic,SUN,PV,12,2019
62923,Macedon,Map,Map,NY,Wayne,NYIS,IPP Non-CHP,101,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,2,2019
62923,Whittier,Map,Map,NY,Monroe,NYIS,IPP Non-CHP,300,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,3,2019
62923,Williamson,Map,Map,NY,Wayne,NYIS,IPP Non-CHP,100,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,3,2019
62923,Bennett,Map,Map,NY,Ontario,NYIS,IPP Non-CHP,304,,1.4,1.4,1.4,Solar Photovoltaic,SUN,PV,3,2019
61012,"Greenwich Solar 1, LLC CSG",Map,Map,NY,Washington,NYIS,IPP Non-CHP,RTE40,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2020
61944,LTMUA,Map,Map,NJ,Cape May,PJM,IPP Non-CHP,1,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,3,2012
61620,IOS II-LAX9,Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,IOSII,,4.0,3.7,3.3,Solar Photovoltaic,SUN,PV,2,2020
61012,"Middletown Solar 1, LLC Hybrid CSG",Map,Map,NY,Orange,NYIS,IPP Non-CHP,BATT,,1.6,1.6,1.6,Batteries,MWH,BA,12,2020
61012,"Middletown Solar 1, LLC Hybrid CSG",Map,Map,NY,Orange,NYIS,IPP Non-CHP,CENTR,,1.6,1.6,1.6,Solar Photovoltaic,SUN,PV,12,2020
17164,Sierra Pacific Industries (2042-RD),Map,Map,CA,Tehama,CISO,Industrial Non-CHP,GEN1,,8.4,8.4,8.4,Solar Photovoltaic,SUN,PV,5,2020
62915,Goodhue Community Solar Three LLC CSG,Map,Map,MN,Goodhue,MISO,IPP Non-CHP,52831,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,2,2020
62856,DGS Wasco State Prison,Map,Map,CA,Kern,CISO,IPP Non-CHP,1122,,2.3,2.3,2.3,Solar Photovoltaic,SUN,PV,7,2020
62856,DGS Central California Womens Facility,Map,Map,CA,Madera,CISO,IPP Non-CHP,1122,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,12,2020
62856,Fresno Bullard High School Hybrid,Map,Map,CA,Fresno,CISO,IPP Non-CHP,903,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,3,2020
62856,Fresno Bullard High School Hybrid,Map,Map,CA,Fresno,CISO,IPP Non-CHP,BA903,,0.4,0.4,0.4,Batteries,MWH,BA,3,2020
62856,Fresno Hoover High School Hybrid,Map,Map,CA,Fresno,CISO,IPP Non-CHP,291,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,3,2020
62856,Fresno Hoover High School Hybrid,Map,Map,CA,Fresno,CISO,IPP Non-CHP,BA291,,0.2,0.2,0.2,Batteries,MWH,BA,3,2020
62856,Fresno Sunnyside High School Hybrid,Map,Map,CA,Fresno,CISO,IPP Non-CHP,1122,,1.6,1.6,1.6,Solar Photovoltaic,SUN,PV,12,2020
62856,Fresno Sunnyside High School Hybrid,Map,Map,CA,Fresno,CISO,IPP Non-CHP,BA112,,0.3,0.3,0.3,Batteries,MWH,BA,12,2020
63170,BYU Central Heating Plant,Map,Map,UT,Utah,PACE,IPP CHP,GEN1,,16.5,14.0,15.0,Natural Gas Fired Combustion Turbine,NG,GT,2,2019
63171,Straight Garden Solar,Map,Map,MN,Rice,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,3,2020
63172,Leven Garden Solar,Map,Map,MN,Pope,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,5,2020
63173,Zumbro Solar Garden,Map,Map,MN,Dodge,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,4,2020
63175,Mud Garden Solar,Map,Map,MN,Sibley,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,3,2020
60025,"IGS CC, LLC",Map,Map,DC,District of Columbia,PJM,IPP Non-CHP,254,,1.5,1.5,1.5,Solar Photovoltaic,SUN,PV,3,2020
63176,Erin Garden Solar,Map,Map,MN,Sibley,MISO,IPP Non-CHP,CSG,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,4,2020
63177,Chub Garden Solar,Map,Map,MN,Dakota,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,3,2020
59496,Cisco,Map,Map,MN,Jackson,MISO,IPP Non-CHP,32001,,8.4,8.4,8.4,Onshore Wind Turbine,WND,WT,2,2008
59496,Lincoln Heights I,Map,Map,MN,Lincoln,MISO,IPP Non-CHP,32002,,5.2,5.2,5.2,Onshore Wind Turbine,WND,WT,5,2006
59496,Lincoln Heights II,Map,Map,MN,Lincoln,MISO,IPP Non-CHP,32003,,3.9,3.9,3.9,Onshore Wind Turbine,WND,WT,5,2006
63174,Maston Garden Solar,Map,Map,MN,Dodge,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,5,2020
56771,Corriedale Wind Energy,Map,Map,WY,Laramie,WACM,Electric Utility,WTG,,52.5,52.5,52.5,Onshore Wind Turbine,WND,WT,11,2020
65296,UB Fuel Cell,Map,Map,CT,Fairfield,ISNE,IPP CHP,UBFC1,,1.4,1.4,1.4,Other Natural Gas,NG,FC,4,2015
65297,Central CA Fuel Cell 1,Map,Map,CA,Tulare,CISO,IPP CHP,CCFC1,,2.8,2.8,2.8,Other Natural Gas,NG,FC,5,2018
64851,Sun Streams 2,Map,Map,AZ,Maricopa,CISO,IPP Non-CHP,GEN01,,150.0,150.0,150.0,Solar Photovoltaic,SUN,PV,6,2021
15399,Montague Solar,Map,Map,OR,Gilliam,AVRN,IPP Non-CHP,S1,,162.0,162.0,162.0,Solar Photovoltaic,SUN,PV,4,2023
63185,Tickle Creek Solar,Map,Map,OR,Clackamas,PGE,IPP Non-CHP,W9317,,1.9,1.9,1.9,Solar Photovoltaic,SUN,PV,12,2019
63185,Thomas Creek Solar,Map,Map,OR,Clackamas,PGE,IPP Non-CHP,W9318,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,11,2019
63186,1001 Ebenezer Church Solar,Map,Map,NC,Surry,DUK,IPP Non-CHP,1001,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,4,2021
63190,1009 Yadkin Solar,Map,Map,NC,Yadkin,DUK,IPP Non-CHP,1009,,4.9,4.9,4.9,Solar Photovoltaic,SUN,PV,4,2021
63191,1073 Onslow Solar,Map,Map,NC,Onslow,DUK,IPP Non-CHP,1073,,4.7,4.7,4.7,Solar Photovoltaic,SUN,PV,5,2021
63192,1008 Matthews Solar,Map,Map,NC,Surry,DUK,IPP Non-CHP,1008,,4.9,4.9,4.9,Solar Photovoltaic,SUN,PV,5,2021
63193,1045 Tomlin Mill Solar,Map,Map,NC,Iredell,DUK,IPP Non-CHP,1045,,4.9,4.9,4.9,Solar Photovoltaic,SUN,PV,5,2021
63197,Lang Solar Farm,Map,Map,NC,Lenoir,DUK,IPP Non-CHP,PV1,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,10,2016
58871,Chenango Solar,Map,Map,NY,Broome,NYIS,IPP Non-CHP,PV1,,4.9,4.9,4.9,Solar Photovoltaic,SUN,PV,12,2019
56990,"Monroe Solar Farm, LLC",Map,Map,NJ,Middlesex,PJM,IPP Non-CHP,MONR1,,13.1,13.1,13.1,Solar Photovoltaic,SUN,PV,7,2020
63188,Solvay Solar,Map,Map,NJ,Gloucester,PJM,IPP Non-CHP,SSP,,6.5,6.5,6.5,Solar Photovoltaic,SUN,PV,1,2020
63194,Malmedal Solar Garden,Map,Map,MN,Pope,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,7,2019
63195,Wollan Garden Solar,Map,Map,MN,Pope,MISO,IPP Non-CHP,CGS,,1.0,1.0,1.0,Solar Photovoltaic,SUN,PV,7,2019
63198,RE-VFO LLC,Map,Map,CA,Tulare,CISO,IPP Non-CHP,INV1,,0.5,0.5,0.5,Solar Photovoltaic,SUN,PV,5,2009
63198,RE-VFO LLC,Map,Map,CA,Tulare,CISO,IPP Non-CHP,INV2,,0.5,0.5,0.5,Solar Photovoltaic,SUN,PV,5,2009
63185,St Louis Solar,Map,Map,OR,Marion,PGE,IPP Non-CHP,W9319,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,3,2020
17043,Progress Drive Generation Station,Map,Map,OH,Richland,PJM,Electric Utility,PSG1,,1.8,1.8,1.8,Petroleum Liquids,DFO,IC,7,2016
17043,Progress Drive Generation Station,Map,Map,OH,Richland,PJM,Electric Utility,PSG2,,1.8,1.8,1.8,Petroleum Liquids,DFO,IC,6,2019
63187,Rush Springs Energy Storage (BA),Map,Map,OK,Grady,SWPP,IPP Non-CHP,RUSHE,,10.0,10.0,10.0,Batteries,MWH,BA,3,2020
63203,Selective Insurance,Map,Map,NJ,Sussex,PJM,IPP Non-CHP,9853,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,11,2019
63203,Selective Insurance,Map,Map,NJ,Sussex,PJM,IPP Non-CHP,9854,,0.6,0.6,0.6,Solar Photovoltaic,SUN,PV,10,2022
63189,"Rock County Wind Fuel, LLC",Map,Map,MN,Rock,MISO,IPP Non-CHP,RCWF,,5.0,5.0,5.0,Onshore Wind Turbine,WND,WT,5,2020
63201,Bonefish Solar,Map,Map,SC,Clarendon,DUK,IPP Non-CHP,PGR15,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,12,2019
63202,Pika Solar,Map,Map,OR,Marion,PGE,IPP Non-CHP,PGR17,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,12,2020
63204,"Mohea Solar Energy Center, LLC",Map,Map,SC,Cherokee,DUK,IPP Non-CHP,PGR14,,5.0,5.0,5.0,Solar Photovoltaic,SUN,PV,12,2020
63205,Brush Creek Solar,Map,Map,OR,Marion,PGE,IPP Non-CHP,PGR19,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,5,2020
63206,Minke Solar,Map,Map,OR,Clackamas,PGE,IPP Non-CHP,PGR20,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,12,2020
63207,Drift Creek Solar,Map,Map,OR,Marion,PGE,IPP Non-CHP,PGR18,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,5,2020
63208,Bighorn Solar,Map,Map,OR,Marion,PGE,IPP Non-CHP,PGR16,,2.2,2.2,2.2,Solar Photovoltaic,SUN,PV,12,2020
61012,Hurteau Solar Project Hybrid,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,BATT,,1.3,1.3,1.3,Batteries,MWH,BA,3,2020
61012,Hurteau Solar Project Hybrid,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,HURTU,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,3,2020
61012,Alicea Solar Project Hybrid CSG,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,ALICA,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,12,2020
61012,Alicea Solar Project Hybrid CSG,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,BATT,,1.5,1.5,1.5,Batteries,MWH,BA,12,2020
61012,McDougle-Mitchell Solar Project Hybrid CSG,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,BATT,,2.9,2.9,2.9,Batteries,MWH,BA,8,2020
61012,McDougle-Mitchell Solar Project Hybrid CSG,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,MCDMT,,4.5,4.5,4.5,Solar Photovoltaic,SUN,PV,8,2020
61012,Cycz Solar Project CSG Hybrid,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,BATT,,1.3,1.3,1.3,Batteries,MWH,BA,6,2020
61012,Cycz Solar Project CSG Hybrid,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,CYCZ,,2.0,2.0,2.0,Solar Photovoltaic,SUN,PV,6,2020
61012,West A&B Solar Project Hybrid CSG,Map,Map,MA,Worcester,ISNE,IPP Non-CHP,BATT,,1.8,1.8,1.8,Batteries,MWH,BA,12,2020
