Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Checkable deposts and currency,Time deposits and short-term investments,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Pension entitlements,Equity in noncorpoate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaind life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2017:Q2,pct00to20,2954625,1436448,1120054,316394,1518177,43304,250911,24816,62376,61198,1178,30407,26626,3781,307084,53831,310311,361078,74059,652170,651160,287896,291771,9554,61938,1011,2302455,25329273,,
2017:Q3,pct99to100,24371817,4287156,3561052,726105,20084661,203863,2007790,280178,1135319,1093884,41435,338672,311961,26711,9678672,384197,1640173,4323603,92195,1128742,1122413,704433,101369,67329,249281,6329,23243076,1268570,,
2017:Q3,pct80to99,50281089,13528653,11752679,1775974,36752436,416882,3822965,814868,1446900,1409001,37900,433857,395162,38695,10788355,702596,13373017,4552426,400569,6192930,6177793,4838943,1093871,59875,185104,15137,44088159,24104976,,
2017:Q3,pct60to80,17178927,6013284,4867688,1145596,11165643,163715,1194373,208044,360866,352770,8095,55978,42971,13006,1680702,248874,6241690,737958,273444,3361332,3355731,2265160,997430,50501,42640,5600,13817596,25375844,,
2017:Q3,pct40to60,9180675,3852075,3077216,774859,5328601,111183,791851,96417,204652,200521,4132,28964,24048,4917,642663,137313,2817759,301803,195996,1960607,1957388,1163470,757545,22842,13531,3219,7220068,25373388,,
2017:Q3,pct20to40,5140164,2500353,1978466,521887,2639811,70600,521724,47330,103727,101796,1930,11153,7680,3474,309218,86435,1110119,237404,142102,1128972,1126960,594131,501717,13626,17487,2011,4011192,25371048,,
2017:Q3,pct00to20,3055269,1494891,1181042,313849,1560378,44131,272432,27633,62581,61124,1457,27370,23914,3456,320769,50900,317343,359142,78076,653043,652184,289069,297280,9083,56753,859,2402227,25373336,,
2017:Q4,pct99to100,25209675,4318489,3599536,718953,20891186,235232,1905157,296601,1144033,1110569,33464,328895,302789,26106,10287839,406689,1673262,4517596,95879,1163225,1156976,708255,96171,73311,279239,6249,24046449,1270847,,
2017:Q4,pct80to99,51144116,13697521,11894260,1803261,37446595,460380,3730162,843173,1497419,1466613,30807,413114,374950,38164,11253525,699970,13505917,4643133,399801,6264790,6249787,4872443,1105783,57567,213994,15003,44879326,24146543,,
2017:Q4,pct60to80,17793156,6121145,4963139,1158006,11672011,185076,1332191,213320,384158,377583,6575,53841,40613,13229,1809571,249936,6411527,759575,272815,3409381,3403662,2284201,1029043,48898,41520,5719,14383775,25419890,,
2017:Q4,pct40to60,9337871,3916878,3133013,783864,5420993,121631,777610,98555,205828,202587,3241,20940,16285,4655,666471,135368,2894245,302347,197999,1992039,1988698,1173442,781513,22803,10941,3341,7345831,25417229,,
2017:Q4,pct20to40,5264842,2552099,2027657,524442,2712744,75776,559582,48790,108970,107309,1660,8773,4795,3978,325526,89255,1120846,229282,145944,1156998,1154814,600815,522060,13874,18064,2184,4107845,25414714,,
2017:Q4,pct00to20,3164283,1532592,1221498,311094,1631691,48203,316771,30403,74538,73277,1262,24207,20994,3213,336523,45344,325788,349356,80558,642379,641794,289636,296183,9263,46713,585,2521904,25417235,,
2018:Q1,pct99to100,25535251,4409686,3695605,714081,21125565,266102,2034154,287428,1186575,1153880,32694,333077,307676,25401,10253846,413185,1662709,4597623,90866,1176162,1168013,711194,87086,79972,289762,8149,24359089,1273146,,
2018:Q1,pct80to99,51742344,14002334,12179351,1822983,37740010,500853,3991940,833873,1549795,1520472,29323,407206,369691,37515,11204559,698755,13560622,4581740,410668,6279454,6263742,4894079,1101177,55706,212780,15711,45462890,24188158,,
2018:Q1,pct60to80,17847182,6264153,5096315,1167838,11583029,205092,1183374,210434,405831,399422,6409,53216,39777,13439,1823854,253657,6386794,784120,276657,3403116,3397418,2286818,1021061,47753,41786,5699,14444065,25463914,,
2018:Q1,pct40to60,9495067,3996117,3195442,800675,5498950,133805,803527,97562,212464,209283,3181,24764,20436,4327,674161,136005,2906610,308295,201757,1999561,1996640,1176390,785101,23183,11965,2921,7495506,25460982,,
2018:Q1,pct20to40,5302198,2596995,2067633,529362,2705202,82064,530831,47605,110698,109105,1593,10080,5590,4489,324502,88066,1120672,247929,142756,1162561,1160741,606709,520956,14580,18497,1819,4139637,25458473,,
2018:Q1,pct00to20,3187612,1560216,1241017,319198,1627397,51127,286958,32110,85383,84100,1283,21823,18900,2923,346774,47829,327488,345582,82322,646989,645769,290761,304493,9684,40831,1220,2540623,25461043,,
2018:Q2,pct99to100,25892076,4408650,3697837,710813,21483426,225808,2016803,294926,1222913,1192996,29917,340330,315732,24598,10430327,430558,1676911,4754246,90604,1190746,1182665,716354,81026,90291,294994,8081,24701330,1275472,,
2018:Q2,pct80to99,52273088,14158369,12308406,1849963,38114719,450562,4024533,849435,1615783,1589184,26599,398287,361533,36753,11314321,697663,13643234,4707779,413122,6312567,6297000,4934947,1103125,55336,203591,15568,45960520,24229900,,
2018:Q2,pct60to80,18084169,6321593,5139786,1181806,11762576,183659,1199366,213057,434783,428873,5910,52475,38835,13640,1876207,256671,6468578,800876,276904,3436293,3430518,2302763,1036673,48309,42773,5775,14647876,25507992,,
2018:Q2,pct40to60,9614280,4062220,3247143,815077,5552061,115864,803155,98491,218592,215713,2879,21130,17202,3928,685833,135144,2954007,316167,203678,2028568,2025572,1186057,800015,25468,14033,2996,7585712,25504720,,
2018:Q2,pct20to40,5371946,2663300,2128360,534940,2708646,73950,540660,48189,115428,113917,1512,10000,4991,5009,328975,89179,1124636,234510,143119,1186123,1184210,614542,533345,17473,18851,1913,4185822,25502415,,
2018:Q2,pct00to20,3337163,1660062,1336989,323073,1677102,51430,300135,34590,100602,99354,1249,18970,16389,2581,358548,46249,332759,349703,84115,645307,644263,293181,303971,11254,35857,1044,2691857,25504829,,
2018:Q3,pct99to100,26527939,4429031,3719214,709817,22098908,176557,1986407,306834,1283173,1260857,22317,362545,338783,23762,10950184,457496,1711373,4773703,90636,1203582,1194943,721773,74082,95164,303924,8639,25324357,1277830,,
2018:Q3,pct80to99,52877710,14312102,12436116,1875985,38565608,382573,4041692,870700,1731236,1711068,20168,395904,359922,35982,11699124,695734,13713843,4617331,417471,6364566,6348832,4979755,1116443,52447,200186,15734,46513144,24271849,,
2018:Q3,pct60to80,18549660,6391064,5196183,1194881,12158596,154780,1230047,216609,485779,481312,4466,52542,38658,13884,1991156,257689,6664769,825972,279253,3483847,3477935,2325403,1062835,46059,43638,5912,15065813,25552201,,
2018:Q3,pct40to60,9755316,4111819,3290968,820852,5643497,92613,800700,100000,229940,227889,2051,10554,7055,3499,707491,132856,3031737,330359,207247,2064331,2061330,1198461,822691,24732,15446,3001,7690985,25548514,,
2018:Q3,pct20to40,5482473,2714967,2175737,539230,2767507,62213,553827,49105,124591,123346,1245,7891,2303,5588,342759,92892,1129658,260365,144206,1210954,1208945,622541,550259,16921,19223,2009,4271520,25546626,,
2018:Q3,pct00to20,3463952,1718071,1397422,320649,1745881,49545,316935,37367,127429,126407,1022,15828,13616,2212,374033,39265,340078,358702,86699,645489,644555,295202,308270,11016,30067,934,2818463,25548668,,
2018:Q4,pct99to100,24804284,4416661,3733009,683651,20387624,206101,2017605,345914,1385709,1340181,45528,338260,315348,22912,9147055,427647,1613358,4811569,94405,1206833,1198613,725197,68376,108547,296493,8220,23597451,1280225,,
2018:Q4,pct80to99,51616549,14394034,12502452,1891582,37222515,426657,4149461,929751,1761704,1724348,37356,385781,350535,35246,10253248,691286,13595899,4604108,424617,6371656,6356415,5008368,1125623,52027,170397,15240,45244893,24314085,,
2018:Q4,pct60to80,17945704,6469058,5270284,1198774,11476647,175183,1209517,228236,496255,487204,9051,51207,37006,14201,1686003,263553,6244489,843315,278888,3529817,3524142,2339786,1091250,46966,46140,5675,14415887,25596617,,
2018:Q4,pct40to60,9780885,4196622,3337878,858745,5584262,109184,809743,104078,244730,240068,4662,36851,33796,3055,670688,137335,2918285,343814,209553,2102689,2099802,1206217,845242,28146,20197,2887,7678196,25592437,,
2018:Q4,pct20to40,5483937,2764627,2224548,540080,2719309,72303,554908,52744,116144,114047,2097,15012,8752,6260,294289,83735,1111121,270574,148479,1240651,1238916,628691,569447,21315,19463,1735,4243286,25591194,,
2018:Q4,pct00to20,3555114,1779199,1439328,339871,1775915,52908,320315,41552,133666,131631,2035,14768,12946,1823,367990,55536,329765,370232,89184,644692,643449,295656,307104,13361,27327,1243,2910422,25592629,,
2019:Q1,pct99to100,26903556,4562269,3857793,704476,22341287,223546,1974895,353854,1300974,1353112,-52138,360761,338623,22138,10947036,467562,1693285,4925173,94200,1203077,1193984,726515,58561,108989,299918,9093,25700479,1282663,,
2019:Q1,pct80to99,53724251,14723677,12810429,1913248,39000574,451873,4163037,944489,1781848,1822023,-40176,379861,345157,34704,11642671,690194,13877952,4645969,422682,6364873,6349276,5021091,1122602,48246,157337,15597,47359379,24356687,,
2019:Q1,pct60to80,18944507,6568512,5353987,1214525,12375995,188762,1332827,230180,524774,533877,-9103,51241,36549,14692,2033911,263766,6612512,859590,278432,3528636,3522742,2348668,1083013,43395,47666,5894,15415871,25641315,,
2019:Q1,pct40to60,9969169,4208490,3354030,854460,5760679,111630,808437,104975,237664,241800,-4136,18743,16067,2676,724620,133576,3060856,349222,210957,2108870,2105973,1210329,847377,25379,22889,2896,7860299,25636561,,
2019:Q1,pct20to40,5604027,2773605,2222744,550861,2830422,73171,588938,53168,123211,125624,-2413,11237,4089,7148,342300,90260,1133252,266258,148627,1239327,1237434,632890,566465,18271,19808,1893,4364700,25636206,,
2019:Q1,pct00to20,3623810,1751259,1411524,339735,1872551,56962,361257,44318,154287,156684,-2397,11274,9818,1456,396112,43632,344612,369271,90826,645964,644890,294151,316451,11827,22461,1074,2977846,25636785,,
2019:Q2,pct99to100,27591574,4583053,3875853,707200,23008522,181477,1912473,381736,1404790,1367231,37559,375926,354651,21275,11372551,485330,1718822,5080040,95376,1226068,1217453,729989,51454,119579,316431,8615,26365506,1285150,,
2019:Q2,pct80to99,54607585,14899279,12960009,1939271,39708306,394335,4138394,984743,1911452,1879067,32385,378851,344735,34115,11957737,687896,14058511,4772319,424068,6413758,6398518,5054687,1131061,46696,166074,15240,48193827,24399735,,
2019:Q2,pct60to80,19340522,6617468,5388091,1229377,12723054,163768,1393933,236984,570506,562661,7845,51523,36260,15263,2133549,265002,6754794,874705,278289,3580131,3574151,2376623,1106365,42952,48211,5980,15760391,25686374,,
2019:Q2,pct40to60,10093204,4259087,3392433,866654,5834117,92889,800321,107806,245713,242171,3542,14514,12272,2242,746258,132563,3125013,356116,212925,2141830,2138743,1223325,865372,27162,22884,3086,7951375,25680957,,
2019:Q2,pct20to40,5684516,2827970,2269558,558412,2856545,63790,609409,55341,131998,129755,2243,10326,2165,8161,353694,92175,1141653,247862,150299,1262779,1260668,639006,580725,20737,20201,2111,4421736,25681750,,
2019:Q2,pct00to20,3772871,1833373,1488677,344696,1939497,54844,386303,48156,174523,172415,2108,8596,7559,1037,412059,39573,350631,371950,92862,639100,638384,293239,317070,13171,14904,716,3133771,25681208,,
2019:Q3,pct99to100,27549985,4505650,3818463,687188,23044335,137814,1922297,437132,1336183,1295368,40816,398843,378531,20313,11276742,497081,1721387,5221948,94907,1236156,1226816,735139,43721,123916,324041,9339,26313829,1287689,867844,3788642048
2019:Q3,pct80to99,54842163,14929500,12956712,1972788,39912663,328394,4238535,1056931,1874711,1839567,35144,387202,353710,33492,11891078,688656,14173979,4847186,425990,6461972,6446565,5098118,1144690,44068,159689,15407,48380191,24443309,127265,867507
2019:Q3,pct60to80,19510739,6676768,5434051,1242717,12833971,135219,1436781,249361,557679,549062,8617,52654,36706,15948,2138959,267888,6823696,894219,277515,3628746,3622739,2402019,1130385,40862,49473,6007,15881992,25731868,74017,127265
2019:Q3,pct40to60,10218605,4351542,3464749,886792,5867063,73839,808162,112931,228098,224305,3793,15536,13787,1749,759926,133536,3157855,362995,214183,2177257,2174288,1236471,886685,26361,24771,2969,8041348,25725697,45815,74017
2019:Q3,pct20to40,5772840,2919614,2360825,558789,2853226,53587,624390,59716,130318,127771,2547,9879,531,9348,351674,92578,1143160,237543,150381,1284994,1282955,646612,595730,20050,20563,2039,4487847,25727914,25962,45815
2019:Q3,pct00to20,3930964,1966647,1622744,343903,1964317,50258,405171,53418,166252,163743,2509,6143,5585,558,425232,39012,352371,372187,94274,640276,639415,294521,322938,12864,9092,861,3290688,25725969,0,25962
2019:Q4,pct99to100,28839357,4520527,3828555,691972,24318830,193684,1955732,485629,1354738,1285743,68995,408240,387982,20259,12271207,519300,1780741,5253643,95914,1255830,1246861,740125,45649,129322,331766,8968,27583527,1290973,,
2019:Q4,pct80to99,56181789,15060090,13061902,1998187,41121699,415792,4313768,1114602,1954210,1886137,68073,387729,354335,33394,12686130,689948,14336004,4788183,435331,6522598,6507221,5133511,1157435,44746,171529,15377,49659191,24505647,,
2019:Q4,pct60to80,20214911,6760268,5502776,1257492,13454643,174922,1469699,259769,585268,569119,16149,52597,36717,15879,2320578,264648,7123442,918413,285307,3666196,3659996,2414027,1155269,42045,48655,6200,16548716,25797492,,
2019:Q4,pct40to60,10422101,4405597,3520016,885581,6016504,95039,818572,117217,228760,222254,6506,1641,0,1641,788978,131244,3243585,371239,220229,2201750,2198546,1244080,902755,28408,23303,3204,8220351,25791306,,
2019:Q4,pct20to40,5921134,2966062,2403861,562201,2955072,64810,631535,63726,140472,135043,5429,9232,0,9232,378635,98463,1152360,262791,153048,1307339,1304998,651072,610677,22571,20678,2341,4613796,25793528,,
2019:Q4,pct00to20,4014829,2011082,1675974,335108,2003747,58443,412438,55745,177005,172155,4850,5406,4910,496,435994,27682,358021,375942,97071,641302,640896,298337,320406,14187,7966,406,3373527,25791578,,
2020:Q1,pct99to100,25906968,4591559,3922270,669288,21315410,227138,2021157,551308,1402185,1244916,157268,447319,426994,20324,9130781,464991,1626708,5342029,101793,1280179,1268765,744553,43212,142768,338231,11414,24626790,1290400,,
2020:Q1,pct80to99,54176558,15326802,13336174,1990628,38849756,466343,4455115,1186512,1867283,1720103,147180,439863,406354,33509,10313288,705160,14158593,4822341,435258,6562281,6546055,5165740,1152642,45440,182233,16226,47614277,24494757,,
2020:Q1,pct60to80,19232540,6910471,5659094,1251378,12322069,197604,1532024,271746,533493,495347,38146,56873,40923,15949,1748113,277061,6492612,932321,280223,3653568,3647829,2422747,1132872,44508,47701,5739,15578972,25786028,,
2020:Q1,pct40to60,10347344,4516910,3593204,923705,5830435,116519,836989,122523,228154,208872,19282,46540,44820,1720,724418,143982,3022486,371033,217790,2200979,2198678,1250646,891969,34215,21849,2301,8146365,25779844,,
2020:Q1,pct20to40,5835269,2996506,2434861,561646,2838763,77514,643199,68767,120234,110390,9845,12580,3253,9326,296343,84479,1118179,259537,157930,1304822,1303516,655080,597535,30160,20741,1306,4530447,25782066,,
2020:Q1,pct00to20,4003867,2040825,1678756,362069,1963042,60603,425919,58568,141912,131789,10123,7566,7026,540,411131,57985,332471,370187,96700,659453,657390,302800,329591,18089,6911,2063,3344415,25780116,,
2020:Q2,pct99to100,28869122,4747738,4067258,680481,24121384,308056,2148682,659410,1239246,1073458,165788,469355,449084,20271,11510525,514931,1753280,5417718,100180,1274523,1264171,750820,42378,139514,331460,10352,27594599,1282011,,
2020:Q2,pct80to99,57226279,15674598,13666953,2007645,41551681,570945,4693533,1294761,1824957,1635715,189242,436260,402833,33427,12176777,711322,14540346,4860217,442564,6586851,6570944,5212192,1140546,45110,173096,15906,50639428,24335532,,
2020:Q2,pct60to80,20614741,7126278,5863801,1262477,13488462,247942,1627175,289780,512936,466679,46257,56698,40772,15927,2182304,274903,7056380,951794,288550,3639250,3633183,2428550,1113462,43834,47337,6066,16975491,25618409,,
2020:Q2,pct40to60,10640379,4565142,3661195,903947,6075237,141458,867911,128479,198001,177580,20421,13164,11371,1793,786516,139620,3197129,379142,223817,2198419,2195637,1258603,881524,32926,22583,2782,8441959,25612266,,
2020:Q2,pct20to40,5992751,3004519,2441042,563477,2988232,87593,658940,77069,132315,117437,14879,9370,0,9370,360081,94902,1144840,264975,158145,1300286,1298364,660851,588352,28538,20623,1922,4692464,25614472,,
2020:Q2,pct00to20,3971976,1962157,1619523,342635,2009819,66945,447476,62428,129629,116539,13090,5749,5164,585,434068,40430,347831,375997,99266,668870,667807,311660,331008,17244,7895,1063,3303106,25612536,,
2020:Q3,pct99to100,30514541,4873292,4170546,702746,25641250,349472,2174648,648776,1140197,1049566,90631,464558,444224,20334,12825840,544676,1819715,5571009,102359,1313491,1303628,761267,42541,135114,364706,9862,29201051,1278223,,
2020:Q3,pct80to99,58846929,16070200,13990650,2079550,42776729,621705,4737237,1282219,1755020,1653874,101146,422359,388818,33541,13163147,718611,14748589,4874275,453567,6731782,6716017,5292190,1151295,44828,227704,15765,52115147,24263617,,
2020:Q3,pct60to80,21425079,7347070,6034354,1312715,14078009,272747,1643546,287421,499037,476340,22696,55626,39619,16007,2421495,276834,7334093,989444,297767,3676996,3670765,2457345,1126802,43001,43617,6231,17748083,25542704,,
2020:Q3,pct40to60,10875869,4682629,3743507,939123,6193240,153429,873313,127672,182784,174213,8571,1922,0,1922,813327,137890,3284404,387369,231130,2219081,2216063,1277637,891816,31066,15545,3018,8656789,25536579,,
2020:Q3,pct20to40,6136374,3063607,2475696,587912,3072767,92065,660979,76156,131859,123578,8281,9508,0,9508,394516,99996,1155177,290357,162153,1315652,1313422,670346,596038,26128,20911,2229,4820722,25538779,,
2020:Q3,pct00to20,4015374,1988622,1632891,355731,2026753,69713,451251,61939,128866,121703,7162,4873,4213,659,442963,33906,355121,375184,102938,674930,674357,321913,334190,16001,2253,573,3340444,25536848,,
2020:Q4,pct99to100,33551669,5009472,4289377,720095,28542196,731782,2061511,615656,1212525,1107731,104794,498126,477722,20404,15031696,589981,1926979,5772960,100981,1369737,1361132,771009,44334,137563,408226,8606,32181931,1280122,,
2020:Q4,pct80to99,61825730,16527274,14402696,2124578,45298456,1017295,4535834,1249342,1935891,1794322,141570,418952,385292,33660,14811709,730630,15106891,5032279,459633,6877705,6862421,5363594,1157520,44992,296315,15284,54948025,24299668,,
2020:Q4,pct60to80,22735592,7579415,6236765,1342650,15156178,475641,1568967,281739,565256,534425,30832,55933,39860,16073,2822473,279590,7785535,1016460,304582,3714569,3708105,2482010,1143246,43468,39380,6464,19021023,25580655,,
2020:Q4,pct40to60,11300680,4797106,3853304,943802,6503574,277763,845748,126153,196584,186710,9874,1969,0,1969,857448,135479,3432528,394004,235900,2238673,2235205,1293648,902418,32096,7042,3469,9062007,25574521,,
2020:Q4,pct20to40,6339214,3131650,2531796,599853,3207565,137083,647373,73539,151879,138824,13055,9576,0,9576,452175,108272,1177915,287556,162195,1337566,1334798,679119,606792,27460,21427,2768,5001648,25576724,,
2020:Q4,pct00to20,4083915,2025173,1675136,350037,2058742,70453,433424,60808,160208,150151,10057,2609,1923,685,457282,23018,368471,377581,104888,677608,677608,330303,330616,16688,0,0,3406307,25574791,,
2021:Q1,pct99to100,35586766,5222454,4473790,748663,30364312,881847,2180732,687277,992645,961694,30951,518706,498388,20319,16456313,604993,1974476,5967231,100091,1425171,1415360,783401,45338,137635,448987,9810,34161595,1289193,,
2021:Q1,pct80to99,63780593,17163403,14980331,2183072,46617190,1159606,4755960,1326004,1694903,1654544,40359,418967,385467,33500,15886606,722915,15133363,5054849,464016,7009178,6993074,5440714,1151463,45276,355621,16104,56771415,24471849,,
2021:Q1,pct60to80,23653209,7860841,6476184,1384657,15792368,551032,1649781,295531,487832,480069,7763,56145,40197,15948,3081673,272296,8029164,1059890,309023,3700642,3693951,2484323,1130798,43616,35214,6690,19952567,25761913,,
2021:Q1,pct40to60,11595521,4938481,3970873,967608,6657040,323093,877751,130326,161382,159744,1639,1732,0,1732,887583,130972,3504770,400482,238948,2238063,2234700,1301593,901182,31925,0,3362,9357458,25755735,,
2021:Q1,pct20to40,6511076,3202788,2580874,621914,3308288,151123,665170,79405,139004,135125,3879,9335,0,9335,489587,113996,1182593,315831,162243,1347151,1344406,690153,604907,27129,22217,2745,5163925,25757954,,
2021:Q1,pct00to20,4098531,2058096,1696934,361162,2040435,67603,453200,63605,126099,123149,2950,1237,689,548,467512,9074,373853,372218,106032,692194,692194,342126,333531,16538,0,0,3406337,25756007,,
2021:Q2,pct99to100,37804671,5356532,4556696,799836,32448139,1016180,2131681,704547,859972,873679,-13707,540934,520831,20103,18052652,638851,2053587,6351423,98311,1447845,1439137,796399,46708,138339,457691,8708,36356825,1293456,,
2021:Q2,pct80to99,65934906,17896853,15586050,2310803,48038053,1287458,4670745,1345082,1570920,1590279,-19359,413237,380115,33121,17061593,727379,15308764,5184921,467956,7146457,7130945,5544251,1172238,45436,369019,15512,58788449,24552776,,
2021:Q2,pct60to80,24647834,8123807,6647082,1476725,16524027,618838,1617842,299039,455030,458266,-3236,55841,40131,15710,3371408,271434,8389039,1131592,313965,3792756,3785964,2541653,1165357,43805,35149,6792,20855077,25847106,,
2021:Q2,pct40to60,11989989,5171780,4135878,1035901,6818210,361087,866700,131403,144209,144358,-149,1442,0,1442,916685,127746,3615161,411550,242226,2289061,2285360,1332182,921037,32140,0,3701,9700928,25840908,,
2021:Q2,pct20to40,6776392,3376141,2705334,670807,3400251,161881,660309,80849,134267,136299,-2032,8997,0,8997,531013,121122,1192954,347347,161512,1377099,1373919,701859,622400,27363,22298,3179,5399293,25843134,,
2021:Q2,pct00to20,4332045,2313468,1918624,394844,2018577,65771,445735,64314,112179,113631,-1452,382,0,382,476077,0,382496,364404,107219,698988,698988,350461,331861,16666,0,0,3633057,25841180,,
2021:Q3,pct99to100,38261873,5402065,4577168,824897,32859808,1025606,2154974,696879,915710,872490,43220,574711,554813,19898,17951083,642882,2060014,6736617,101333,1455737,1447095,809159,46295,143719,447922,8643,36806136,1297037,,
2021:Q3,pct80to99,66845685,18490773,16097000,2393773,48354912,1296946,4714850,1339402,1660261,1591227,69034,426908,394146,32762,16998929,731189,15344888,5365191,476348,7258597,7243138,5648263,1195658,45675,353542,15459,59587088,24620747,,
2021:Q3,pct60to80,24953583,8311816,6776224,1535592,16641767,623758,1633848,298255,471172,458349,12823,57247,41758,15489,3353277,273062,8419718,1191788,319641,3884668,3877877,2603430,1192769,44772,36906,6792,21068915,25918660,,
2021:Q3,pct40to60,12252028,5400688,4307650,1093038,6851340,364009,873415,131349,145931,144119,1813,1184,0,1184,916717,128351,3625134,418234,247017,2340971,2337231,1364479,937584,34491,677,3739,9911057,25912445,,
2021:Q3,pct20to40,6988641,3557088,2854852,702236,3431553,162864,664321,80318,143884,136591,7292,8691,0,8691,528578,121655,1194182,361430,165630,1403295,1400060,713366,634100,30450,22144,3234,5585346,25914678,,
2021:Q3,pct00to20,4646139,2624124,2199586,424538,2022015,65740,449736,64173,118512,113448,5064,235,0,235,476747,0,382982,354121,109768,713395,713395,358297,336847,18251,0,0,3932744,25912718,,
