Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Checkable deposts and currency,Time deposits and short-term investments,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Pension entitlements,Equity in noncorpoate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaind life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2007:Q1,pct60to80,13662492,5854733,4861315,993418,7807759,52455,903004,233680,296088,188437,107651,75732,68902,6830,1391167,198585,3659724,818517,178807,3433157,3428802,2660929,716041,4751,47081,4355,10229335,23145491,,
2007:Q1,pct40to60,7712400,3609862,2921529,688333,4102538,27946,574023,126072,165006,106421,58585,43614,26913,16701,526641,123696,1978296,415795,121451,1873297,1870553,1388395,463397,3217,15544,2744,5839102,23137804,,
2007:Q1,pct20to40,4477816,2241824,1816016,425809,2235992,18218,505664,54338,94299,63791,30508,21193,14181,7012,292341,91870,848740,227242,82086,863826,861872,554896,295942,3240,7795,1953,3613990,23149848,,
2007:Q1,pct00to20,2664921,1463347,1230963,232384,1201574,12466,222736,18246,24623,13513,11111,6557,4024,2534,190733,41193,260624,375812,48585,448824,447939,274422,165760,2501,5256,885,2216097,23133140,,
2007:Q2,pct99to100,16412234,3112822,2603442,509380,13299412,33894,1024838,322368,1191080,944872,246209,542806,514463,28344,5790723,220676,1209647,2899799,63580,835264,831496,594535,36727,4856,195377,3768,15576970,1160870,,
2007:Q2,pct80to99,34140095,11961889,10446459,1515431,22178206,71786,2155361,765947,998227,702026,296200,228934,188932,40002,5440973,472598,8035120,3723461,285798,5872693,5862413,4771479,774540,11134,305259,10281,28267402,22026159,,
2007:Q2,pct60to80,13650204,5822815,4818803,1004012,7827390,36242,866832,242336,273552,182017,91535,73180,67600,5581,1428370,201551,3724604,795395,185327,3516285,3511878,2725526,734167,4412,47772,4407,10133919,23188232,,
2007:Q2,pct40to60,7708642,3571615,2879735,691879,4137027,18839,591104,128903,152167,102795,49371,37842,22001,15841,525596,126734,2017340,412405,126100,1888701,1885875,1406606,466959,3416,8894,2826,5819941,23180887,,
2007:Q2,pct20to40,4462313,2238633,1803482,435151,2223679,12921,494499,56857,93748,66532,27215,17509,11532,5977,303841,96852,871502,191591,84360,870163,868072,556319,299737,3469,8548,2090,3592150,23193187,,
2007:Q2,pct00to20,2701529,1476060,1240598,235462,1225469,9768,219793,17253,21279,11717,9562,3134,995,2139,197962,40231,271601,393667,50782,451930,451171,282827,164836,2763,744,760,2249598,23176320,,
2007:Q3,pct99to100,16657934,3067286,2561070,506216,13590648,13562,1028328,410398,1347553,1041919,305633,548248,520105,28143,5830232,220804,1244387,2881639,65497,818183,814156,593025,37045,5883,178202,4028,15839750,1162329,692839,3085138176
2007:Q3,pct80to99,34709719,11943506,10412785,1530721,22766214,31938,2166782,849122,1182535,761395,421140,228829,189423,39407,5511293,476803,8197739,3833162,288011,5964108,5953699,4861787,797751,16504,277657,10409,28745611,22061228,98208,692480
2007:Q3,pct60to80,13750300,5806674,4794398,1012275,7943626,15208,925123,263365,330284,200131,130152,67216,62776,4440,1440057,202584,3737513,774692,187584,3622183,3617772,2794825,763360,5913,53674,4411,10128117,23224304,59645,98208
2007:Q3,pct40to60,7733483,3532595,2834718,697877,4200888,7726,609145,136453,185320,114705,70614,41033,25711,15322,523343,130097,2030372,409395,128004,1923863,1921063,1425308,479246,5614,10895,2800,5809620,23217361,36507,59645
2007:Q3,pct20to40,4472467,2225049,1782945,442104,2247418,5716,508740,64898,111479,71485,39995,12172,6954,5218,311508,100840,886117,158252,87696,880862,878740,555738,308660,5913,8429,2122,3591605,23229475,20540,36503
2007:Q3,pct00to20,2742376,1457141,1218978,238163,1285235,4764,241032,16915,35085,20180,14904,1963,45,1918,205291,39478,278109,410511,52089,467084,466254,288765,169490,4739,3260,830,2275292,23212948,0,20528
2007:Q4,pct99to100,16265573,3047145,2539076,508070,13218428,22706,984776,489943,1366105,1032576,333528,607651,581405,26246,5407559,214438,1217163,2837873,70213,842354,838331,601918,38772,6805,190836,4023,15423219,1163524,,
2007:Q4,pct80to99,34704250,11830718,10288354,1542364,22873532,52924,2170330,909456,1238390,772363,466027,262080,223433,38647,5332139,485194,8297556,3834657,290807,6042183,6031736,4904782,812992,18087,295875,10448,28662067,22089660,,
2007:Q4,pct60to80,13657747,5686254,4670701,1015554,7971493,24569,1037309,276332,342448,198166,144281,66795,61490,5305,1347812,204287,3728138,755534,188269,3638444,3634075,2798943,773706,6589,54838,4368,10019304,23253659,,
2007:Q4,pct40to60,7728795,3511489,2801856,709633,4217306,12967,604947,140923,191999,113256,78743,57132,43319,13812,520770,133332,2020329,404350,130558,1956899,1954114,1446957,491639,6017,9501,2784,5771897,23247169,,
2007:Q4,pct20to40,4479977,2218341,1769881,448459,2261637,9613,539091,71312,112628,68887,43741,12838,7366,5472,298712,98911,878878,145921,93733,905316,903262,570822,316631,6542,9266,2055,3574661,23258615,,
2007:Q4,pct00to20,2811504,1471679,1221816,249862,1339825,7656,270606,19361,35724,17609,18115,2108,0,2108,216317,41697,272844,419261,54251,487351,486433,301563,175737,6591,2543,918,2324152,23242967,,
2008:Q1,pct99to100,15555856,2917671,2418853,498818,12638185,25898,1135446,594064,1405867,1069660,336207,654326,629874,24452,4793909,194610,1155367,2615104,63595,868613,863554,609071,37820,7983,208681,5059,14687243,1164509,,
2008:Q1,pct80to99,34402368,11496606,9937172,1559435,22905762,63799,2469284,987136,1255128,803826,451301,308859,270877,37981,5056819,492568,8322583,3645234,304354,6102197,6091271,4932675,817469,20271,320856,10926,28300172,22112558,,
2008:Q1,pct60to80,13063063,5478745,4459226,1019518,7584318,28696,851748,289254,339676,203537,136140,66226,60041,6184,1216359,203602,3655994,739857,192906,3617147,3612886,2793957,756071,7489,55370,4260,9445916,23277437,,
2008:Q1,pct40to60,7712966,3482763,2752867,729896,4230203,15944,618410,147356,190291,115369,74922,89677,77163,12514,521197,138809,1961665,412721,134132,1970681,1968185,1463643,490701,6633,7208,2496,5742286,23271439,,
2008:Q1,pct20to40,4401560,2225834,1773235,452600,2175725,12078,486767,78609,103637,63194,40444,9575,3725,5850,279799,95644,854688,164673,90255,913566,911840,584231,309937,7473,10199,1726,3487994,23281795,,
2008:Q1,pct00to20,2862687,1540864,1278647,262217,1321823,9132,220154,22723,34787,15947,18840,3462,1084,2378,228053,44371,257461,446797,54883,514595,513134,313021,190011,8983,1119,1461,2348092,23267496,,
2008:Q2,pct99to100,14920544,2833512,2349308,484204,12087032,20309,1149167,561132,1444297,1092043,352254,608751,585141,23611,4496144,190656,1133954,2422981,59641,842420,837134,618412,42684,6382,169655,5286,14078124,1165349,,
2008:Q2,pct80to99,34046934,11205187,9626834,1578353,22841747,54652,2516553,955996,1305848,834633,471215,319867,280881,38986,4944371,501730,8437385,3493325,312018,6056580,6045400,4946941,817165,14800,266494,11180,27990354,22131323,,
2008:Q2,pct60to80,12735936,5358407,4336264,1022143,7377529,23614,724798,283569,351946,209722,142224,61935,54123,7812,1148043,205860,3660549,721654,195562,3556752,3552484,2731904,754635,5679,60266,4268,9179184,23297074,,
2008:Q2,pct40to60,7702377,3457989,2713931,744057,4244388,13351,604924,145801,196927,118400,78527,107466,93725,13741,518340,141890,1960920,418240,136528,1977794,1975381,1457132,498819,4462,14967,2413,5724583,23291594,,
2008:Q2,pct20to40,4353382,2213595,1760641,452955,2139787,10603,452364,75905,103827,62009,41818,9851,1610,8242,270212,93903,851558,182986,88578,933573,932007,598758,317772,5002,10475,1566,3419810,23300524,,
2008:Q2,pct00to20,2854974,1523977,1257881,266097,1330997,8203,188045,24123,38496,17480,21016,7775,3833,3942,237503,46640,254170,470466,55575,537236,535622,329724,189378,7296,9225,1613,2317739,23287950,,
2008:Q3,pct99to100,14108593,2810679,2332158,478522,11297914,21327,1243868,562433,1544756,1167723,377033,580297,557543,22754,3734984,180012,1087112,2285913,57211,897144,891919,616101,41049,10781,223989,5224,13211449,1166106,,
2008:Q3,pct80to99,33569596,10976608,9389637,1586971,22592988,59619,2699765,951216,1369801,877630,492170,329398,289282,40116,4417145,506272,8434403,3502935,322434,6123006,6111868,4914305,830822,25333,341408,11138,27446590,22147359,,
2008:Q3,pct60to80,12257061,5242813,4221159,1021654,7014248,24912,644158,284589,371528,220454,151074,58669,49061,9608,985798,207464,3553508,683836,199786,3541214,3537037,2721945,748110,9579,57403,4178,8715847,23314006,,
2008:Q3,pct40to60,7626903,3407322,2650441,756881,4219581,14712,616141,145162,214036,129477,84559,127716,112368,15348,489576,144075,1909552,418292,140317,1986194,1983807,1466069,503479,8098,6161,2387,5640709,23309058,,
2008:Q3,pct20to40,4218869,2168260,1712171,456089,2050609,12022,431798,76359,103555,60484,43071,15717,4686,11031,243373,90691,821699,166760,88634,941923,940444,603840,314901,9844,11860,1479,3276946,23316310,,
2008:Q3,pct00to20,2789611,1450234,1173582,276652,1339377,9058,167702,25457,45659,22407,23252,11510,5740,5770,236336,50688,241751,494059,57156,556011,554267,331619,205453,15314,1882,1745,2233600,23305741,,
2008:Q4,pct99to100,12475934,2746484,2277230,469255,9729450,74293,1029210,640430,1749275,1340789,408486,318209,296835,21374,2653158,151786,989602,2051952,71534,764343,757765,613546,41268,11244,91706,6579,11711591,1166845,,
2008:Q4,pct80to99,32348906,10738560,9162441,1576119,21610346,162296,2471085,1008989,1474447,956670,517776,292027,251738,40289,3642416,515179,8406465,3321939,315504,5908118,5896402,4868554,834918,25054,167875,11716,26440788,22162067,,
2008:Q4,pct60to80,11951179,5059485,4050450,1009035,6891694,68870,923460,294031,402687,245366,157321,45793,34857,10936,751253,208914,3350460,652392,193834,3516806,3512812,2687703,736807,9669,78634,3994,8434373,23329669,,
2008:Q4,pct40to60,7474307,3359574,2593722,765853,4114733,45854,586131,150383,239535,149606,89929,154956,139570,15385,449112,151104,1779856,417900,139904,2011412,2009445,1464509,504248,7719,32968,1967,5462895,23325255,,
2008:Q4,pct20to40,4192788,2144012,1688797,455216,2048775,33473,505613,81717,93650,50798,42852,12544,0,12544,202134,85008,761272,170912,102451,941733,940739,608405,311641,9613,11081,994,3251055,23330661,,
2008:Q4,pct00to20,2897895,1464333,1174553,289780,1433562,18683,240381,28545,57380,31463,25916,21206,14432,6774,227052,58547,211439,510865,59465,594019,591487,334543,214908,16835,25202,2532,2303875,23322284,,
2009:Q1,pct99to100,11881485,2630677,2170511,460166,9250808,65833,1184802,640537,1817417,1359563,457854,257399,237279,20120,2237464,144463,954379,1888086,60427,732756,726490,613252,37311,9528,66399,6266,11148729,1167631,,
2009:Q1,pct80to99,32012175,10469137,8896373,1572764,21543039,153799,2698626,1003402,1554499,965952,588547,278786,237996,40790,3319944,521835,8467301,3216926,327921,5849472,5837907,4850311,829565,19651,138379,11565,26162703,22176848,,
2009:Q1,pct60to80,11256501,4848522,3848667,999855,6407979,62544,645871,295582,425257,241775,183482,41257,28771,12486,654579,212176,3259937,612527,198248,3480549,3476637,2682996,697574,7859,88209,3912,7775952,23345500,,
2009:Q1,pct40to60,7401441,3324438,2554921,769517,4077003,43347,593585,149468,259903,153876,106026,160184,144143,16041,422010,153341,1747751,405238,142176,2014018,2012019,1476946,489284,5547,40242,1999,5387423,23341608,,
2009:Q1,pct20to40,4077602,2153008,1699410,453598,1924595,33148,431677,82281,96992,48221,48771,14707,92,14615,184270,81807,742960,162386,94367,925866,924909,615293,290964,6889,11763,957,3151736,23345085,,
2009:Q1,pct00to20,2916560,1553288,1257908,295380,1363272,18737,169261,29719,61195,30236,30959,23923,15782,8142,222906,63705,203729,511110,58986,619738,617170,338230,233444,13962,31533,2569,2296822,23338994,,
2009:Q2,pct99to100,11937682,2597258,2144934,452324,9340424,81163,1079277,598290,1583128,1108633,474495,269840,251034,18806,2862966,157140,986598,1657432,64589,743567,738672,616976,38716,11289,71692,4895,11194116,1168527,,
2009:Q2,pct80to99,32161166,10264507,8679964,1584543,21896659,179796,2583554,964517,1506004,873108,632896,284833,243604,41229,3967292,529356,8650072,2907463,323772,5841774,5830674,4839831,823689,22643,144511,11099,26319392,22193106,,
2009:Q2,pct60to80,11515159,4760124,3761437,998687,6755035,72098,754049,290170,398421,199140,199281,40124,26089,14035,781854,213969,3411825,596177,196348,3421017,3417003,2641685,677504,9133,88681,4014,8094141,23362935,,
2009:Q2,pct40to60,7446580,3287540,2519032,768508,4159040,49115,573184,146420,236168,122195,113972,156243,139619,16623,462829,153124,1840446,398976,142535,2008945,2006585,1475542,484917,6347,39779,2361,5437635,23359542,,
2009:Q2,pct20to40,4204824,2128270,1675848,452422,2076554,37080,461930,79400,105719,51715,54004,16654,0,16654,211103,82997,782231,200392,99048,932278,931027,624914,285245,8223,12644,1251,3272546,23361091,,
2009:Q2,pct00to20,2922830,1499561,1208070,291491,1423270,21469,199761,30289,43514,8698,34816,24917,15427,9490,251058,61037,220618,510371,60236,638872,636887,347864,238802,17894,32326,1985,2283958,23357283,,
2009:Q3,pct99to100,12618717,2579930,2138249,441681,10038787,69566,1177179,537469,1681792,1218059,463733,291840,274398,17442,3506463,171367,1021116,1525832,56161,753633,749177,615317,37931,13389,82541,4456,11865084,1169597,,
2009:Q3,pct80to99,32877873,10107444,8512637,1594808,22770429,165061,2735454,909188,1602565,983676,618890,295197,253582,41615,4611053,537789,8860385,2718234,335503,5830688,5819678,4802087,831686,26237,159667,11010,27047185,22212242,,
2009:Q3,pct60to80,11597927,4706015,3710469,995546,6891912,63841,580610,280440,432997,237863,195134,39477,23898,15578,907296,215875,3584070,584770,202536,3384519,3380426,2613468,667368,10647,88944,4093,8213408,23383409,,
2009:Q3,pct40to60,7552312,3264443,2499496,764947,4287869,42235,576841,142066,249844,139584,110261,153038,135908,17130,498230,153048,1932716,393223,146627,2012550,2010012,1477001,487600,7363,38048,2537,5539762,23380479,,
2009:Q3,pct20to40,4216976,2108263,1659027,449236,2108713,33286,415655,74746,111790,57910,53880,18653,0,18653,236367,84531,816665,223234,93787,937108,935690,630268,282051,9984,13388,1418,3279867,23380187,,
2009:Q3,pct00to20,2877192,1438786,1154093,284693,1438406,21574,155528,30455,63755,28260,35495,25832,15018,10814,277052,57921,235537,509700,61052,659506,657804,351309,252075,22973,31447,1703,2217685,23378567,,
2009:Q4,pct99to100,12317899,2595811,2150393,445418,9722088,77372,843035,502221,1617751,1197468,420284,290117,274065,16052,3603730,178379,1027946,1502669,78867,772400,769777,618241,39105,14694,97738,2623,11545499,1170905,,
2009:Q4,pct80to99,32607097,10050890,8446148,1604742,22556207,180663,2380791,873628,1520091,1002921,517170,298472,256466,42006,4770790,545463,8986028,2683345,316935,5833620,5823295,4784363,832648,27895,178388,10325,26773477,22235657,,
2009:Q4,pct60to80,12138418,4629135,3631925,997211,7509283,68607,1159266,274644,402816,240214,162602,38086,20933,17154,919376,218114,3660705,573850,193818,3323276,3319108,2566870,653548,11452,87238,4168,8815143,23408360,,
2009:Q4,pct40to60,7514475,3241048,2472879,768168,4273428,45387,541881,138852,230239,138857,91382,152830,135161,17668,503947,153692,1974804,386459,145336,2007530,2004563,1472562,488982,7690,35328,2967,5506945,23405844,,
2009:Q4,pct20to40,4389410,2092121,1638043,454079,2297289,35883,574110,72122,105142,60346,44796,20706,0,20706,240172,84538,826945,223351,114320,945707,943969,638992,279919,10805,14253,1738,3443703,23403883,,
2009:Q4,pct00to20,3028201,1415200,1124797,290402,1613001,23584,309930,30851,60664,29712,30952,27279,15104,12174,289280,57403,240662,508767,64581,678916,677884,360274,260815,26497,30298,1033,2349284,23404259,,
2010:Q1,pct99to100,12847914,2617979,2178617,439361,10229935,56535,1078646,415971,1703531,1251901,451630,289067,274482,14585,3852293,182909,1043679,1543806,63497,791046,786742,617533,39293,21633,108282,4304,12056868,1172516,,
2010:Q1,pct80to99,33441552,10017828,8408407,1609421,23423724,148010,2712361,790056,1644095,1066991,577104,301124,258907,42218,5058181,549676,9233906,2658008,328307,5797265,5786022,4732634,819913,43164,190311,11243,27644286,22264755,,
2010:Q1,pct60to80,11910591,4596295,3603772,992522,7314297,53634,812845,256995,444599,260268,184332,36750,18143,18607,961617,218624,3755600,575398,198236,3219669,3215467,2494692,617549,17009,86217,4203,8690922,23439223,,
2010:Q1,pct40to60,7587924,3235014,2468335,766680,4352910,35083,564794,131076,252246,149009,103237,152233,134404,17829,515778,153540,2024252,377112,146797,1983419,1980795,1454823,478317,13865,33791,2623,5604506,23437059,,
2010:Q1,pct20to40,4296357,2080184,1627165,453020,2216172,29650,481833,64774,114803,63707,51096,22429,0,22429,249445,84552,838236,228272,102178,949397,947985,644153,267131,21516,15185,1412,3346960,23433685,,
2010:Q1,pct00to20,2920125,1375011,1085312,289699,1545114,21423,219761,29918,76674,40767,35908,28458,15139,13319,304819,55671,245631,499661,63097,719240,717667,366782,270855,49616,30414,1573,2200885,23435774,,
2010:Q2,pct99to100,12643930,2635039,2206359,428679,10008891,57462,1099102,375615,1858014,1390178,467837,275055,261999,13055,3390392,167947,1008869,1715439,60997,809152,804183,621225,42112,22953,117892,4970,11834777,1174493,,
2010:Q2,pct80to99,33451304,9982848,8378984,1603864,23468456,154393,2761218,745562,1710896,1142571,568325,304152,261918,42234,4728941,550073,9382900,2799849,330471,5786148,5774500,4713780,815537,44219,200965,11647,27665156,22300937,,
2010:Q2,pct60to80,11612409,4547273,3565823,981450,7065136,53924,743736,247881,468609,283791,184818,35311,15408,19903,861277,218612,3654072,584452,197262,3142542,3138401,2434034,601281,17653,85433,4141,8469868,23477435,,
2010:Q2,pct40to60,7550021,3231618,2461126,770493,4318403,37112,559522,126314,275910,170840,105070,163227,145683,17544,494802,154858,1989686,370330,146642,1971253,1968850,1443998,478350,13963,32539,2403,5578768,23475550,,
2010:Q2,pct20to40,4210495,2066253,1615683,450570,2144242,32121,464433,61301,110404,61031,49372,26541,2796,23745,232541,80916,820111,214905,100970,958291,957185,652978,265716,22365,16125,1107,3252204,23471103,,
2010:Q2,pct00to20,2882254,1347561,1051810,295751,1534693,22540,203314,29726,91961,55275,36686,30120,15924,14196,303721,59238,236956,494164,62953,739680,737694,377058,275458,54386,30792,1986,2142574,23474524,,
2010:Q3,pct99to100,13218223,2582917,2160886,422031,10635306,48181,1049044,375174,1834037,1424978,409059,285990,274457,11533,3910087,181680,1044393,1843391,63328,815285,812598,621664,43531,22489,124913,2687,12402938,1176901,614368,1752679296
2010:Q3,pct80to99,34177422,9887004,8275008,1611996,24290418,138024,2750443,739978,1664184,1209071,455113,310284,267984,42300,5260532,560802,9701548,2837823,326800,5764639,5753852,4679685,823817,40736,209614,10787,28412782,22345604,94591,613964
2010:Q3,pct60to80,11881696,4452279,3474157,978122,7429417,46711,852201,248484,453453,305976,147477,34414,13176,21238,957676,222096,3819778,599310,195293,3087660,3083402,2384178,596447,16795,85981,4258,8794037,23524431,57777,94591
2010:Q3,pct40to60,7623033,3232429,2465237,767192,4390604,31430,551869,125367,262030,179066,82964,160231,142894,17336,519993,155506,2074236,363346,146595,1969069,1966107,1436320,485969,11852,31965,2962,5653964,23522738,35608,57770
2010:Q3,pct20to40,4312588,2088965,1639940,449025,2223623,28313,495452,61598,105582,66002,39581,27545,2403,25142,251980,81952,847140,220130,103930,965445,963891,659387,268294,19214,16996,1554,3347144,23517645,20386,35602
2010:Q3,pct00to20,3006203,1408514,1116599,291915,1597690,21346,233677,30532,99144,68221,30923,30848,15722,15126,326630,58004,248251,485550,63707,752729,751627,383454,285666,51132,31374,1102,2253474,23521925,0,20384
2010:Q4,pct99to100,13561061,2593273,2149069,444204,10967788,72988,804079,377958,1762519,1311989,450531,294512,278750,15762,4338034,196049,1088031,1957148,76470,843717,839600,612201,48012,22862,156525,4118,12717343,1179782,,
2010:Q4,pct80to99,34588116,9825944,8210958,1614987,24762172,179681,2425886,757632,1745987,1185034,560953,321584,278454,43130,5668234,568546,9916265,2865213,313144,5772413,5760795,4623650,856298,40653,240194,11618,28815703,22399714,,
2010:Q4,pct60to80,12535940,4398308,3416400,981908,8137632,63396,1228318,241227,465277,287879,177397,40263,20150,20113,1040536,220057,4036382,611113,191063,3092662,3088376,2345089,648765,16946,77575,4287,9443278,23581191,,
2010:Q4,pct40to60,7562549,3148396,2395124,753272,4414153,41321,524303,122483,261882,162226,99656,140711,124899,15812,543301,152347,2130972,352350,144485,1951589,1948899,1395036,515740,11852,26271,2690,5610960,23579596,,
2010:Q4,pct20to40,4441863,2061035,1608543,452492,2380828,34915,590878,61043,119555,71562,47992,25817,3242,22574,263177,82450,871247,215826,115921,984190,982821,647780,299288,18805,16949,1369,3457673,23574340,,
2010:Q4,pct00to20,3063838,1382925,1094346,288578,1680913,25420,333408,30630,90767,55442,35325,33494,19750,13744,326775,53336,257857,465091,64135,730166,728748,368523,278708,53756,27761,1418,2333672,23578940,,
2011:Q1,pct99to100,14271056,2610546,2150665,459881,11660510,94381,1043948,358694,1713772,1294378,419394,297633,277950,19684,4718359,208508,1111329,2047563,66322,869555,865269,612548,46138,22225,184358,4286,13401501,1183093,,
2011:Q1,pct80to99,35278609,9730053,8102716,1627337,25548556,211170,2706404,751281,1722406,1208508,513898,332470,288174,44297,6032523,579718,9990828,2896018,325737,5811274,5799385,4637982,856995,38284,266125,11889,29467335,22462442,,
2011:Q1,pct60to80,12452191,4380484,3390510,989974,8071707,76573,942801,228629,446335,289736,156599,46159,26723,19436,1113229,220189,4184954,613501,199337,3054374,3050060,2326699,636814,16289,70258,4314,9397817,23646864,,
2011:Q1,pct40to60,7534720,3070950,2322686,748264,4463770,48990,561088,117529,247666,159514,88152,125780,110558,15222,563962,150520,2162377,338413,147446,1912483,1909816,1367613,509777,10808,21617,2667,5622238,23645282,,
2011:Q1,pct20to40,4327276,2021959,1565853,456106,2305317,39543,508080,58341,117626,75887,41739,25629,4600,21029,272074,81970,889639,203381,109034,974379,973019,644510,294929,16551,17028,1361,3352897,23640302,,
2011:Q1,pct00to20,2889575,1305956,1019279,286677,1583619,27840,256208,30064,85197,54908,30289,36812,23810,13003,324592,51694,265223,443032,62956,724777,723421,362409,283656,52177,25179,1355,2164799,23644731,,
2011:Q2,pct99to100,14452143,2683370,2200571,482799,11768772,92071,1089869,348298,1718080,1280573,437507,318925,295689,23236,4680802,214996,1115602,2122827,67301,873444,868841,609394,46665,20750,192033,4603,13578699,1186769,,
2011:Q2,pct80to99,35504277,9763299,8130863,1632436,25740978,205081,2760727,752693,1774658,1219610,555048,354424,309105,45319,6048474,591543,10028273,2898983,326122,5811357,5799184,4633067,865573,34374,266169,12173,29692920,22532517,,
2011:Q2,pct60to80,12570153,4385460,3389305,996154,8184693,74370,978929,218745,451253,285732,165521,53051,34274,18777,1104409,221241,4259616,621993,201085,3045925,3041640,2314021,646190,15012,66417,4284,9524228,23720143,,
2011:Q2,pct40to60,7463218,2998708,2254891,743817,4464510,47053,576516,113630,251068,156948,94120,118296,103745,14551,568751,149690,2162486,329447,147574,1886469,1883887,1341132,512608,9162,20986,2581,5576750,23718500,,
2011:Q2,pct20to40,4289674,1979059,1516575,462484,2310615,38149,511042,56542,120942,77812,43129,27106,7605,19501,266769,80057,897437,201467,111105,971519,970236,638653,301298,13348,16937,1283,3318155,23714165,,
2011:Q2,pct00to20,2793087,1225545,934188,291357,1567542,27038,264464,29745,81816,51296,30521,40459,28213,12246,314619,52907,267607,426559,62327,708090,706663,352435,280744,47571,25912,1427,2084997,23718010,,
2011:Q3,pct99to100,13801344,2611423,2132664,478759,11189921,128061,1179491,334015,1933770,1462584,471186,305118,278475,26643,3766388,205497,1066027,2204458,67097,849699,845886,607310,46451,21729,170395,3813,12951645,1190748,,
2011:Q3,pct80to99,34823696,9679259,8035401,1643857,25144437,254155,2843362,748187,1917019,1319675,597345,364569,318000,46568,5312479,603175,9906127,2859422,335942,5788849,5776942,4634501,881231,35479,225731,11908,29034847,22608670,,
2011:Q3,pct60to80,12205136,4363773,3364123,999651,7841362,94180,863351,208281,491280,314759,176521,58383,40018,18365,923869,223851,4129436,641690,207041,3047032,3042867,2300651,660475,15624,66117,4164,9158104,23799718,,
2011:Q3,pct40to60,7400009,2995170,2241959,753211,4404839,62377,591057,109375,286236,183177,103059,119708,105380,14328,536783,150909,2074717,323025,150653,1874100,1871458,1314879,520880,9618,26081,2642,5525909,23797958,,
2011:Q3,pct20to40,4243137,2008864,1547733,461131,2234273,47775,474714,54408,118970,75653,43317,31111,12624,18486,231737,74493,873749,214175,113142,975712,974465,633663,310464,13698,16641,1246,3267425,23794565,,
2011:Q3,pct00to20,2818833,1304832,1010812,294020,1514001,29275,233077,29258,99513,68824,30689,44538,32731,11807,288477,60842,256176,410107,62738,711800,710467,343568,282674,52240,31984,1333,2107034,23797490,,
2011:Q4,pct99to100,13997387,2606471,2107314,499157,11390917,152624,990707,348391,1838731,1368302,470429,274493,244811,29682,4060587,225329,1100721,2318180,81155,842927,839309,604188,46650,22952,165519,3618,13154460,1194963,,
2011:Q4,pct80to99,35041464,9645973,7996852,1649122,25395490,283294,2586021,776932,1931365,1309572,621793,353687,306177,47510,5614773,617540,9981667,2919702,330508,5788712,5776709,4633279,897801,37003,208625,12004,29252751,22689629,,
2011:Q4,pct60to80,12794684,4315306,3311308,1003998,8479378,107724,1230447,205887,481648,302793,178855,60862,43026,17836,980561,225144,4331518,647542,208046,3059453,3055236,2295304,679427,16407,64097,4217,9735232,23884284,,
2011:Q4,pct40to60,7349275,2931122,2191779,739343,4418153,69162,575654,108519,273225,169125,104100,99090,85325,13765,555792,148975,2123352,311766,152617,1862158,1859418,1291538,529561,10306,28014,2740,5487117,23882359,,
2011:Q4,pct20to40,4361281,2002358,1538424,463934,2358923,50772,562092,55225,125980,81925,44054,28859,11647,17212,237962,75129,894572,201131,127202,981504,980126,628051,321249,14385,16442,1377,3379778,23880136,,
2011:Q4,pct00to20,2912488,1322125,1032980,289145,1590363,30561,329376,29777,89022,59095,29927,46315,35138,11177,285089,58251,265456,391437,65078,709082,708005,333136,281537,58332,35000,1077,2203406,23881883,,
2012:Q1,pct99to100,14889314,2660531,2131775,528756,12228783,165811,1176313,322926,1710144,1250280,459864,278008,245996,32012,4738799,240157,1150258,2374348,72019,869353,864606,604255,46368,22308,191675,4747,14019961,1199351,,
2012:Q1,pct80to99,36106214,9652496,7997286,1655210,26453718,297566,2800965,756573,1908369,1279744,628626,358997,311385,47613,6234152,621443,10146435,2992492,336726,5817946,5805173,4639261,898258,34834,232819,12774,30288267,22774124,,
2012:Q1,pct60to80,12896626,4285785,3274410,1011375,8610841,115017,1015556,193259,461180,285479,175701,65071,48152,16919,1111298,220531,4575660,639980,213289,3010703,3006408,2263256,670462,15779,56911,4295,9885923,23972531,,
2012:Q1,pct40to60,7340860,2843016,2117818,725197,4497844,71202,605419,103170,253748,151971,101777,80710,68372,12338,588377,144384,2194703,302730,153402,1819801,1817253,1258478,525869,9359,23547,2548,5521059,23970411,,
2012:Q1,pct20to40,4284973,1964954,1494232,470722,2320019,51034,499843,52051,131177,87656,43521,26975,11798,15176,256155,76496,925548,180212,120529,975285,974031,624401,320664,12392,16573,1254,3309688,23969512,,
2012:Q1,pct00to20,2780940,1266550,978770,287779,1514390,31324,271399,28838,75469,47204,28265,48030,38012,10019,286282,50407,278663,380867,63111,701541,700296,327622,283430,56591,32653,1245,2079399,23969902,,
2012:Q2,pct99to100,14933651,2709655,2174847,534808,12223996,153206,1292867,307682,1790063,1333051,457013,280343,246397,33946,4529346,233957,1140360,2428752,67419,861548,855463,601259,47245,22304,184654,6085,14072103,1203847,,
