Date,Price,Open,High,Low,Vol.,Change %
2019-04-24,74.84,74.84,74.84,74.84,,1.26%
2019-04-23,73.91,73.91,73.91,73.91,,3.65%
2019-04-18,71.31,71.31,71.31,71.31,,-0.60%
2019-04-17,71.74,71.74,71.74,71.74,,0.56%
2019-04-16,71.34,71.34,71.34,71.34,,-0.22%
2019-04-15,71.5,71.5,71.5,71.5,,-0.93%
2019-04-12,72.17,72.17,72.17,72.17,,0.24%
2019-04-11,72,72,72,72,,-0.46%
2019-04-10,72.33,72.33,72.33,72.33,,0.85%
2019-04-09,71.72,71.72,71.72,71.72,,-0.14%
2019-04-08,71.82,71.82,71.82,71.82,,1.68%
2019-04-05,70.63,70.63,70.63,70.63,,0.18%
2019-04-04,70.5,70.5,70.5,70.5,,0.84%
2019-04-03,69.91,69.91,69.91,69.91,,-0.67%
2019-04-02,70.38,70.38,70.38,70.38,,0.86%
2019-04-01,69.78,69.78,69.78,69.78,,1.68%
2019-03-29,68.63,68.63,68.63,68.63,,2.77%
2019-03-28,66.78,66.78,66.78,66.78,,-1.07%
2019-03-27,67.5,67.5,67.5,67.5,,-0.24%
2019-03-26,67.66,67.66,67.66,67.66,,0.21%
2019-03-25,67.52,67.52,67.52,67.52,,1.63%
2019-03-22,66.44,66.44,66.44,66.44,,-2.94%
2019-03-21,68.45,68.45,68.45,68.45,,-0.07%
2019-03-20,68.5,68.5,68.5,68.5,,1.81%
2019-03-19,67.28,67.28,67.28,67.28,,0.72%
2019-03-18,66.8,66.8,66.8,66.8,,1.04%
2019-03-15,66.11,66.11,66.11,66.11,,-0.11%
2019-03-14,66.18,66.18,66.18,66.18,,0.44%
2019-03-13,65.89,65.89,65.89,65.89,,0.86%
2019-03-12,65.33,65.33,65.33,65.33,,0.88%
2019-03-11,64.76,64.76,64.76,64.76,,2.26%
2019-03-08,63.33,63.33,63.33,63.33,,-1.84%
2019-03-07,64.52,64.52,64.52,64.52,,0.48%
2019-03-06,64.21,64.21,64.21,64.21,,0.42%
2019-03-05,63.94,63.94,63.94,63.94,,-0.31%
2019-03-04,64.14,64.14,64.14,64.14,,1.15%
2019-03-01,63.41,63.41,63.41,63.41,,-2.04%
2019-02-28,64.73,64.73,64.73,64.73,,-0.80%
2019-02-27,65.25,65.25,65.25,65.25,,1.46%
2019-02-26,64.31,64.31,64.31,64.31,,0.69%
2019-02-25,63.87,63.87,63.87,63.87,,-4.54%
2019-02-22,66.91,66.91,66.91,66.91,,0.00%
2019-02-21,66.91,66.91,66.91,66.91,,0.13%
2019-02-20,66.82,66.82,66.82,66.82,,1.46%
2019-02-19,65.86,65.86,65.86,65.86,,-0.83%
2019-02-18,66.41,66.41,66.41,66.41,,1.16%
2019-02-15,65.65,65.65,65.65,65.65,,2.58%
2019-02-14,64,64,64,64,,1.15%
2019-02-13,63.27,63.27,63.27,63.27,,1.10%
2019-02-12,62.58,62.58,62.58,62.58,,2.09%
2019-02-11,61.3,61.3,61.3,61.3,,-0.11%
2019-02-08,61.37,61.37,61.37,61.37,,0.59%
2019-02-07,61.01,61.01,61.01,61.01,,-2.18%
2019-02-06,62.37,62.37,62.37,62.37,,0.32%
2019-02-05,62.17,62.17,62.17,62.17,,-0.94%
2019-02-04,62.76,62.76,62.76,62.76,,0.64%
2019-02-01,62.36,62.36,62.36,62.36,,-0.95%
2019-01-31,62.96,62.96,62.96,62.96,,0.91%
2019-01-30,62.39,62.39,62.39,62.39,,1.23%
2019-01-29,61.63,61.63,61.63,61.63,,2.10%
2019-01-28,60.36,60.36,60.36,60.36,,-2.86%
2019-01-25,62.14,62.14,62.14,62.14,,0.65%
2019-01-24,61.74,61.74,61.74,61.74,,0.06%
2019-01-23,61.7,61.7,61.7,61.7,,0.24%
2019-01-22,61.55,61.55,61.55,61.55,,-1.76%
2019-01-21,62.65,62.65,62.65,62.65,,-0.06%
2019-01-18,62.69,62.69,62.69,62.69,,3.62%
2019-01-17,60.5,60.5,60.5,60.5,,0.07%
2019-01-16,60.46,60.46,60.46,60.46,,1.96%
2019-01-15,59.3,59.3,59.3,59.3,,-0.25%
2019-01-14,59.45,59.45,59.45,59.45,,-0.73%
2019-01-11,59.89,59.89,59.89,59.89,,-2.01%
2019-01-10,61.12,61.12,61.12,61.12,,1.68%
2019-01-09,60.11,60.11,60.11,60.11,,4.43%
2019-01-08,57.56,57.56,57.56,57.56,,-0.33%
2019-01-07,57.75,57.75,57.75,57.75,,2.59%
2019-01-04,56.29,56.29,56.29,56.29,,4.47%
2019-01-03,53.88,53.88,53.88,53.88,,-0.43%
2019-01-02,54.11,54.11,54.11,54.11,,6.89%
2019-01-01,50.62,50.62,50.62,50.62,,0.00%
