observation_date,PCEPI,Nintendo,Nintendo,Microsoft,Microsoft,Sony,Sony
1990-10-01,64.453,$49.99,$88.48,,,,
1990-11-01,64.534,$49.99,$88.37,,,,
1990-12-01,64.595,$49.99,$88.28,,,,
1991-01-01,64.840,$49.99,$87.95,,,,
1991-02-01,64.873,$49.99,$87.90,,,,
1991-03-01,64.887,$49.99,$87.89,,,,
1991-04-01,65.004,$49.99,$87.73,,,,
1991-05-01,65.274,$49.99,$87.36,,,,
1991-06-01,65.384,$49.99,$87.22,,,,
1991-07-01,65.487,$49.99,$87.08,,,,
1991-08-01,65.639,$49.99,$86.88,,,,
1991-09-01,65.865,$49.99,$86.58,,,,
1991-10-01,65.989,$49.99,$86.42,,,,
1991-11-01,66.133,$49.99,$86.23,,,,
1991-12-01,66.299,$49.99,$86.01,,,,
1992-01-01,66.389,$49.99,$85.90,,,,
1992-02-01,66.557,$49.99,$85.68,,,,
1992-03-01,66.718,$49.99,$85.47,,,,
1992-04-01,66.899,$49.99,$85.24,,,,
1992-05-01,66.987,$49.99,$85.13,,,,
1992-06-01,67.107,$49.99,$84.98,,,,
1992-07-01,67.328,$49.99,$84.70,,,,
1992-08-01,67.418,$49.99,$84.59,,,,
1992-09-01,67.528,$49.99,$84.45,,,,
1992-10-01,67.767,$49.99,$84.15,,,,
1992-11-01,67.900,$49.99,$83.99,,,,
1992-12-01,68.018,$49.99,$83.84,,,,
1993-01-01,68.184,$49.99,$83.64,,,,
1993-02-01,68.287,$49.99,$83.51,,,,
1993-03-01,68.427,$49.99,$83.34,,,,
1993-04-01,68.609,$49.99,$83.12,,,,
1993-05-01,68.821,$49.99,$82.86,,,,
1993-06-01,68.845,$49.99,$82.83,,,,
1993-07-01,68.954,$49.99,$82.70,,,,
1993-08-01,69.072,$49.99,$82.56,,,,
1993-09-01,69.144,$49.99,$82.47,,,,
1993-10-01,69.362,$49.99,$82.22,,,,
1993-11-01,69.493,$49.99,$82.06,,,,
1993-12-01,69.509,$49.99,$82.04,,,,
1994-01-01,69.532,$49.99,$82.01,,,,
1994-02-01,69.693,$49.99,$81.82,,,,
1994-03-01,69.885,$49.99,$81.60,,,,
1994-04-01,69.968,$49.99,$81.50,,,,
1994-05-01,70.069,$49.99,$81.39,,,,
1994-06-01,70.241,$49.99,$81.19,,,,
1994-07-01,70.462,$49.99,$80.93,,,,
1994-08-01,70.623,$49.99,$80.75,,,,
1994-09-01,70.702,$49.99,$80.66,,,,
1994-10-01,70.822,$49.99,$80.52,,,,
1994-11-01,70.957,$49.99,$80.37,,,,
1994-12-01,71.003,$49.99,$80.32,,,,
1995-01-01,71.146,$49.99,$80.15,,,$59.99,$96.19
1995-02-01,71.272,$49.99,$80.01,,,$59.99,$96.02
1995-03-01,71.404,$49.99,$79.86,,,$59.99,$95.84
1995-04-01,71.592,$49.99,$79.65,,,$59.99,$95.59
1995-05-01,71.702,$49.99,$79.53,,,$59.99,$95.44
1995-06-01,71.772,$49.99,$79.45,,,$59.99,$95.35
1995-07-01,71.862,$49.99,$79.36,,,$59.99,$95.23
1995-08-01,72.017,$49.99,$79.18,,,$59.99,$95.02
1995-09-01,72.066,$49.99,$79.13,,,$59.99,$94.96
1995-10-01,72.253,$49.99,$78.93,,,$59.99,$94.71
1995-11-01,72.251,$49.99,$78.93,,,$59.99,$94.72
1995-12-01,72.390,$49.99,$78.78,,,$59.99,$94.53
1996-01-01,72.551,$49.99,$78.60,,,$59.99,$94.32
1996-02-01,72.665,$49.99,$78.48,,,$59.99,$94.18
1996-03-01,72.884,$49.99,$78.24,,,$59.99,$93.89
1996-04-01,73.103,$49.99,$78.01,,,$59.99,$93.61
1996-05-01,73.229,$49.99,$77.87,,,$59.99,$93.45
1996-06-01,73.228,$49.99,$77.87,,,$59.99,$93.45
1996-07-01,73.383,$49.99,$77.71,,,$59.99,$93.26
1996-08-01,73.453,$49.99,$77.64,,,$59.99,$93.17
1996-09-01,73.660,$49.99,$77.42,,,$59.99,$92.90
1996-10-01,73.883,$49.99,$77.18,,,$59.99,$92.62
1996-11-01,74.015,$49.99,$77.05,,,$59.99,$92.46
1996-12-01,74.100,$49.99,$76.96,,,$59.99,$92.35
1997-01-01,74.196,$49.99,$76.86,,,$59.99,$92.23
1997-02-01,74.352,$49.99,$76.70,,,$59.99,$92.04
1997-03-01,74.430,$49.99,$76.62,,,$59.99,$91.94
1997-04-01,74.503,$49.99,$76.54,,,$59.99,$91.85
1997-05-01,74.469,$49.99,$76.58,,,$59.99,$91.90
1997-06-01,74.565,$49.99,$76.48,,,$59.99,$91.78
1997-07-01,74.609,$49.99,$76.43,,,$59.99,$91.72
1997-08-01,74.669,$49.99,$76.37,,,$59.99,$91.65
1997-09-01,74.849,$49.99,$76.19,,,$59.99,$91.43
1997-10-01,74.946,$49.99,$76.09,,,$59.99,$91.31
1997-11-01,74.950,$49.99,$76.09,,,$59.99,$91.31
1997-12-01,74.934,$49.99,$76.10,,,$59.99,$91.33
1998-01-01,74.971,$59.99,$91.28,,,$59.99,$91.28
1998-02-01,74.932,$59.99,$91.33,,,$59.99,$91.33
1998-03-01,74.944,$59.99,$91.31,,,$59.99,$91.31
1998-04-01,75.037,$59.99,$91.20,,,$59.99,$91.20
1998-05-01,75.140,$59.99,$91.07,,,$59.99,$91.07
1998-06-01,75.076,$59.99,$91.15,,,$59.99,$91.15
1998-07-01,75.262,$59.99,$90.93,,,$59.99,$90.93
1998-08-01,75.366,$59.99,$90.80,,,$59.99,$90.80
1998-09-01,75.322,$59.99,$90.85,,,$59.99,$90.85
1998-10-01,75.487,$59.99,$90.66,,,$59.99,$90.66
1998-11-01,75.491,$59.99,$90.65,,,$59.99,$90.65
1998-12-01,75.567,$59.99,$90.56,,,$59.99,$90.56
1999-01-01,75.705,$59.99,$90.40,,,$59.99,$90.40
1999-02-01,75.687,$59.99,$90.42,,,$59.99,$90.42
1999-03-01,75.746,$59.99,$90.35,,,$59.99,$90.35
1999-04-01,76.096,$59.99,$89.93,,,$59.99,$89.93
1999-05-01,76.134,$59.99,$89.89,,,$59.99,$89.89
1999-06-01,76.150,$59.99,$89.87,,,$59.99,$89.87
1999-07-01,76.352,$59.99,$89.63,,,$59.99,$89.63
1999-08-01,76.486,$59.99,$89.47,,,$59.99,$89.47
1999-09-01,76.754,$59.99,$89.16,,,$59.99,$89.16
1999-10-01,76.876,$59.99,$89.02,,,$59.99,$89.02
1999-11-01,76.943,$59.99,$88.94,,,$59.99,$88.94
1999-12-01,77.128,$59.99,$88.73,,,$59.99,$88.73
2000-01-01,77.348,$59.99,$88.47,,,$49.99,$73.73
2000-02-01,77.597,$59.99,$88.19,,,$49.99,$73.49
2000-03-01,77.928,$59.99,$87.82,,,$49.99,$73.18
2000-04-01,77.851,$59.99,$87.90,,,$49.99,$73.25
2000-05-01,77.906,$59.99,$87.84,,,$49.99,$73.20
2000-06-01,78.161,$59.99,$87.55,,,$49.99,$72.96
2000-07-01,78.349,$59.99,$87.34,,,$49.99,$72.78
2000-08-01,78.340,$59.99,$87.35,,,$49.99,$72.79
2000-09-01,78.676,$59.99,$86.98,,,$49.99,$72.48
2000-10-01,78.787,$59.99,$86.86,,,$49.99,$72.38
2000-11-01,78.888,$59.99,$86.75,,,$49.99,$72.29
2000-12-01,78.991,$59.99,$86.63,,,$49.99,$72.19
2001-01-01,79.348,$49.99,$71.87,$49.99,$71.87,$49.99,$71.87
2001-02-01,79.458,$49.99,$71.77,$49.99,$71.77,$49.99,$71.77
2001-03-01,79.462,$49.99,$71.77,$49.99,$71.77,$49.99,$71.77
2001-04-01,79.605,$49.99,$71.64,$49.99,$71.64,$49.99,$71.64
2001-05-01,79.818,$49.99,$71.45,$49.99,$71.45,$49.99,$71.45
2001-06-01,79.962,$49.99,$71.32,$49.99,$71.32,$49.99,$71.32
2001-07-01,79.935,$49.99,$71.34,$49.99,$71.34,$49.99,$71.34
2001-08-01,79.929,$49.99,$71.35,$49.99,$71.35,$49.99,$71.35
2001-09-01,79.663,$49.99,$71.58,$49.99,$71.58,$49.99,$71.58
2001-10-01,79.952,$49.99,$71.33,$49.99,$71.33,$49.99,$71.33
2001-11-01,79.903,$49.99,$71.37,$49.99,$71.37,$49.99,$71.37
2001-12-01,79.819,$49.99,$71.44,$49.99,$71.44,$49.99,$71.44
2002-01-01,79.879,$49.99,$71.39,$49.99,$71.39,$49.99,$71.39
2002-02-01,80.011,$49.99,$71.27,$49.99,$71.27,$49.99,$71.27
2002-03-01,80.233,$49.99,$71.08,$49.99,$71.08,$49.99,$71.08
2002-04-01,80.580,$49.99,$70.77,$49.99,$70.77,$49.99,$70.77
2002-05-01,80.637,$49.99,$70.72,$49.99,$70.72,$49.99,$70.72
2002-06-01,80.735,$49.99,$70.63,$49.99,$70.63,$49.99,$70.63
2002-07-01,80.897,$49.99,$70.49,$49.99,$70.49,$49.99,$70.49
2002-08-01,81.048,$49.99,$70.36,$49.99,$70.36,$49.99,$70.36
2002-09-01,81.191,$49.99,$70.24,$49.99,$70.24,$49.99,$70.24
2002-10-01,81.342,$49.99,$70.11,$49.99,$70.11,$49.99,$70.11
2002-11-01,81.423,$49.99,$70.04,$49.99,$70.04,$49.99,$70.04
2002-12-01,81.494,$49.99,$69.98,$49.99,$69.98,$49.99,$69.98
2003-01-01,81.716,$49.99,$69.79,$49.99,$69.79,$49.99,$69.79
2003-02-01,82.039,$49.99,$69.51,$49.99,$69.51,$49.99,$69.51
2003-03-01,82.227,$49.99,$69.35,$49.99,$69.35,$49.99,$69.35
2003-04-01,82.063,$49.99,$69.49,$49.99,$69.49,$49.99,$69.49
2003-05-01,81.953,$49.99,$69.58,$49.99,$69.58,$49.99,$69.58
2003-06-01,82.030,$49.99,$69.52,$49.99,$69.52,$49.99,$69.52
2003-07-01,82.263,$49.99,$69.32,$49.99,$69.32,$49.99,$69.32
2003-08-01,82.529,$49.99,$69.10,$49.99,$69.10,$49.99,$69.10
2003-09-01,82.773,$49.99,$68.89,$49.99,$68.89,$49.99,$68.89
2003-10-01,82.767,$49.99,$68.90,$49.99,$68.90,$49.99,$68.90
2003-11-01,82.870,$49.99,$68.81,$49.99,$68.81,$49.99,$68.81
2003-12-01,83.064,$49.99,$68.65,$49.99,$68.65,$49.99,$68.65
2004-01-01,83.412,$49.99,$68.37,$59.99,$82.04,$49.99,$68.37
2004-02-01,83.608,$49.99,$68.21,$59.99,$81.85,$49.99,$68.21
2004-03-01,83.746,$49.99,$68.09,$59.99,$81.72,$49.99,$68.09
2004-04-01,83.898,$49.99,$67.97,$59.99,$81.57,$49.99,$67.97
2004-05-01,84.172,$49.99,$67.75,$59.99,$81.30,$49.99,$67.75
2004-06-01,84.415,$49.99,$67.55,$59.99,$81.07,$49.99,$67.55
2004-07-01,84.499,$49.99,$67.49,$59.99,$80.99,$49.99,$67.49
2004-08-01,84.546,$49.99,$67.45,$59.99,$80.94,$49.99,$67.45
2004-09-01,84.714,$49.99,$67.32,$59.99,$80.78,$49.99,$67.32
2004-10-01,85.077,$49.99,$67.03,$59.99,$80.44,$49.99,$67.03
2004-11-01,85.403,$49.99,$66.77,$59.99,$80.13,$49.99,$66.77
2004-12-01,85.446,$49.99,$66.74,$59.99,$80.09,$49.99,$66.74
2005-01-01,85.556,$49.99,$66.65,$59.99,$79.99,$59.99,$79.99
2005-02-01,85.791,$49.99,$66.47,$59.99,$79.77,$59.99,$79.77
2005-03-01,86.038,$49.99,$66.28,$59.99,$79.54,$59.99,$79.54
2005-04-01,86.266,$49.99,$66.10,$59.99,$79.33,$59.99,$79.33
2005-05-01,86.308,$49.99,$66.07,$59.99,$79.29,$59.99,$79.29
2005-06-01,86.357,$49.99,$66.04,$59.99,$79.24,$59.99,$79.24
2005-07-01,86.722,$49.99,$65.76,$59.99,$78.91,$59.99,$78.91
2005-08-01,87.069,$49.99,$65.50,$59.99,$78.60,$59.99,$78.60
2005-09-01,87.905,$49.99,$64.87,$59.99,$77.85,$59.99,$77.85
2005-10-01,88.038,$49.99,$64.77,$59.99,$77.73,$59.99,$77.73
2005-11-01,87.850,$49.99,$64.91,$59.99,$77.90,$59.99,$77.90
2005-12-01,87.851,$49.99,$64.91,$59.99,$77.90,$59.99,$77.90
2006-01-01,88.279,$49.99,$64.60,$59.99,$77.52,$59.99,$77.52
2006-02-01,88.323,$49.99,$64.57,$59.99,$77.48,$59.99,$77.48
2006-03-01,88.473,$49.99,$64.46,$59.99,$77.35,$59.99,$77.35
2006-04-01,88.850,$49.99,$64.18,$59.99,$77.02,$59.99,$77.02
2006-05-01,89.070,$49.99,$64.02,$59.99,$76.83,$59.99,$76.83
2006-06-01,89.285,$49.99,$63.87,$59.99,$76.65,$59.99,$76.65
2006-07-01,89.601,$49.99,$63.64,$59.99,$76.38,$59.99,$76.38
2006-08-01,89.885,$49.99,$63.44,$59.99,$76.13,$59.99,$76.13
2006-09-01,89.646,$49.99,$63.61,$59.99,$76.34,$59.99,$76.34
2006-10-01,89.428,$49.99,$63.77,$59.99,$76.52,$59.99,$76.52
2006-11-01,89.461,$49.99,$63.74,$59.99,$76.50,$59.99,$76.50
2006-12-01,89.789,$49.99,$63.51,$59.99,$76.22,$59.99,$76.22
2007-01-01,90.109,$49.99,$63.29,$59.99,$75.95,$59.99,$75.95
2007-02-01,90.394,$49.99,$63.09,$59.99,$75.71,$59.99,$75.71
2007-03-01,90.715,$49.99,$62.86,$59.99,$75.44,$59.99,$75.44
2007-04-01,90.906,$49.99,$62.73,$59.99,$75.28,$59.99,$75.28
2007-05-01,91.160,$49.99,$62.56,$59.99,$75.07,$59.99,$75.07
2007-06-01,91.352,$49.99,$62.42,$59.99,$74.91,$59.99,$74.91
