naics4,year,sd,d7525,d9010,d9990,d1001,sd*,d7525*,d9010*,d9990*,d1001*
3339,2000,0.5325,0.6941,1.366,0.673,0.6173,0.5334,0.738,1.34,0.6036,0.57
3339,2001,0.5532,0.7055,1.464,0.6638,0.4478,0.5241,0.6595,1.383,0.6841,0.4817
3339,2002,0.5305,0.6311,1.331,0.7191,0.5679,0.5117,0.6156,1.294,0.659,0.6295
3339,2003,0.5344,0.5852,1.417,0.6946,0.674,0.5218,0.6035,1.296,0.6429,0.7768
3339,2004,0.505,0.6513,1.35,0.5677,0.3426,0.4811,0.6327,1.274,0.575,0.3912
3339,2005,0.5228,0.592,1.336,0.6012,0.6063,0.5069,0.6126,1.306,0.5835,0.5981
3339,2006,0.5632,0.7457,1.542,0.5691,0.3894,0.5018,0.6784,1.317,0.5608,0.4736
3339,2007,0.5597,0.6855,1.374,0.8488,0.6359,0.5125,0.6679,1.365,0.5036,0.5361
3339,2008,0.5587,0.6763,1.318,0.9649,0.649,0.5445,0.7044,1.353,0.75,0.568
3339,2009,0.5741,0.6782,1.329,1.07,0.7419,0.5516,0.7169,1.358,0.6082,0.5852
3339,2010,0.5196,0.6959,1.35,0.6604,0.3887,0.5271,0.687,1.293,0.7881,0.4759
3339,2011,0.5469,0.6846,1.397,0.7515,0.4519,0.5196,0.6975,1.37,0.5478,0.491
3339,2012,0.5638,0.7482,1.486,0.7914,0.4998,0.5267,0.7193,1.356,0.6488,0.4421
3339,2013,0.5483,0.714,1.434,0.7266,0.3518,0.5311,0.7012,1.335,0.6968,0.4777
3339,2014,0.5681,0.8029,1.417,0.7032,0.4205,0.531,0.7655,1.389,0.5603,0.4743
3339,2015,0.5871,0.7907,1.416,0.7866,0.6502,0.5603,0.7414,1.466,0.5135,0.6489
3339,2016,0.5709,0.7491,1.452,0.6862,0.5381,0.5596,0.7511,1.441,0.5708,0.6136
3339,2017,0.5938,0.7656,1.524,0.7277,0.4859,0.5739,0.8079,1.47,0.6993,0.4902
3339,2018,0.5655,0.8057,1.418,0.678,0.474,0.5505,0.807,1.425,0.6357,0.4248
3339,2019,0.5483,0.7168,1.361,0.6172,0.5873,0.5339,0.7394,1.364,0.6494,0.4482
3339,2020,0.5457,0.7042,1.417,0.497,0.5071,0.5264,0.7051,1.419,0.5114,0.4337
3341,1987,0.7187,0.9162,1.618,1.255,0.7121,0.7308,1.15,1.799,0.766,0.3703
3341,1988,0.7713,1.194,1.999,0.7219,0.6154,0.7791,1.268,2.05,0.5834,0.4949
3341,1989,0.8183,1.09,2.122,1.254,0.3537,0.7517,0.9525,2.077,0.6018,0.6403
3341,1990,0.6844,0.9135,1.624,0.753,0.9943,0.7271,0.9981,1.84,0.6259,0.9472
3341,1991,0.7508,0.9676,2.037,0.6952,0.5583,0.6734,0.9299,1.579,0.7628,0.8895
3341,1992,0.8163,1.024,2.133,0.963,0.4624,0.7055,0.8354,1.782,0.8575,0.7275
3341,1993,0.7382,0.9556,1.884,1.002,0.4965,0.7582,0.9383,1.797,0.9253,0.9492
3341,1994,0.741,1.018,1.847,1.066,0.671,0.7756,0.9082,2.055,0.7646,0.8008
3341,1995,0.7376,0.9756,1.906,0.6448,0.8068,0.784,0.9751,2.189,0.8223,0.5999
3341,1996,0.8368,1.219,2.064,0.9159,1.199,0.7728,0.8178,2.085,0.9884,0.8166
3341,1997,0.8237,1.059,2.011,1.368,0.9844,0.8633,1.007,2.169,0.9194,0.8938
3341,1998,1.152,0.9303,2.706,1.493,2.184,1.412,2.931,3.723,0.85,0.4439
3341,1999,0.8907,1.043,2.067,1.16,1.234,0.9678,0.9753,2.402,1.391,1.203
3341,2000,0.8848,1.138,2.326,1.136,1.087,1.165,1.388,3.518,0.7793,0.6037
3341,2001,1.056,1.516,2.932,1.238,0.5861,1.28,1.246,3.638,1.012,0.8251
3341,2002,0.9325,1.172,2.578,1.02,0.5206,1.47,2.505,3.789,0.8029,0.7246
3341,2003,1.025,1.589,2.684,0.839,1.192,1.353,1.832,3.547,1.457,0.9241
3341,2004,1.155,1.683,3.182,1.008,0.6456,1.356,1.743,3.269,1.644,1.258
3341,2005,1.299,2.04,3.393,0.7261,0.9142,1.534,2.144,4.369,0.9947,0.6353
3341,2006,1.351,2.497,3.52,0.3264,0.8149,1.312,2.108,3.423,1.168,0.6625
3341,2007,1.307,1.901,3.45,0.9953,1.198,1.543,2.219,3.807,1.457,0.6381
3341,2008,1.517,2.154,3.997,1.35,0.7126,1.745,2.857,4.319,1.317,0.6213
3341,2009,1.579,2.669,4.114,1.161,0.3627,1.743,2.414,5.385,0.6961,0.381
3341,2010,1.467,2.454,3.908,0.9726,0.5453,1.659,2.536,4.583,1.07,0.934
3341,2011,1.483,2.535,3.931,1.043,0.7628,1.457,2.189,3.929,1.755,0.922
3341,2012,1.512,2.806,3.875,0.6405,0.672,1.409,2.272,3.515,1.114,0.8151
3341,2013,1.631,2.651,4.168,1.052,0.5956,1.426,2.374,3.771,1.056,0.7417
3341,2014,1.699,2.893,4.477,0.9772,0.372,1.593,2.775,4.121,1.102,0.6646
3341,2015,1.454,2.608,3.776,0.6637,0.5427,1.512,2.721,3.847,1.098,0.3683
3341,2016,1.518,2.658,3.938,0.9016,0.8084,1.61,2.755,4.155,0.6661,1.035
3341,2017,1.535,2.6,4.07,0.9747,0.5778,1.702,2.918,4.357,0.8983,1.071
3341,2018,1.522,2.388,3.826,1.12,0.4587,1.628,2.924,4.493,0.3341,0.8049
3341,2019,1.478,2.413,3.976,0.5169,0.5023,1.569,2.669,4.253,0.6037,0.5341
3341,2020,1.604,3.087,4.286,0.703,0.6471,1.649,3.004,4.503,0.584,0.7765
3342,1987,0.4951,0.5924,1.354,0.6745,0.3099,0.5665,0.8306,1.464,0.5044,0.3847
3342,1988,0.5711,0.7588,1.356,0.6281,0.6477,0.5705,0.8128,1.534,0.4991,0.5366
3342,1989,0.6249,0.6145,1.598,0.7846,0.6181,0.5689,0.7261,1.479,0.5718,0.6973
3342,1990,0.547,0.7347,1.265,0.6479,0.9494,0.5952,0.7308,1.513,0.3726,1.037
3342,1991,0.5607,0.6507,1.477,0.7386,0.5133,0.5819,0.6853,1.583,0.2454,0.8441
3342,1992,0.594,0.8703,1.499,0.8531,0.5813,0.5814,0.7597,1.496,0.5947,0.5417
3342,1993,0.6198,0.8112,1.512,0.8551,0.622,0.6251,0.7572,1.772,0.4155,0.4943
3342,1994,0.5746,0.7876,1.487,0.7274,0.6532,0.6162,0.7863,1.585,0.5358,0.6229
3342,1995,0.6211,0.8296,1.62,0.694,0.5618,0.6789,0.9984,1.736,0.7166,0.5575
3342,1996,0.6147,0.7492,1.685,0.7654,0.4403,0.664,0.9737,1.637,0.6377,0.6759
3342,1997,0.6715,0.8428,1.699,0.8911,0.6109,0.7182,0.9632,1.86,0.6157,0.7478
3342,1998,1.043,1.071,2.138,0.999,2.408,0.8318,0.9128,2.223,0.4267,1.272
3342,1999,0.6791,0.8244,1.566,1.405,0.5146,0.7375,1.056,1.878,0.7556,0.6622
3342,2000,0.8,1.065,2.033,1.228,0.169,0.8445,1.2,2.324,0.38,0.6968
3342,2001,0.7143,0.9404,1.975,0.8744,0.6218,0.8852,1.316,2.32,0.6288,0.6989
3342,2002,1.16,1.424,3.48,0.5109,0.6169,0.803,0.8791,1.933,1.46,0.5821
3342,2003,1.126,1.043,3.264,0.9781,0.4231,0.817,0.8066,1.945,1.658,0.6814
3342,2004,0.8069,0.8852,1.992,1.04,0.4076,0.828,1.049,2.346,0.5516,0.5546
3342,2005,0.9888,1.172,2.692,0.8468,0.2272,0.876,0.9466,2.495,0.6758,0.7156
3342,2006,0.9009,1.18,2.137,1.115,0.3592,0.8093,0.9738,2.041,1.143,0.41
3342,2007,0.8964,1.156,2.332,0.8247,1.011,0.751,0.8388,1.964,0.929,0.6835
3342,2008,0.7162,0.9685,1.855,0.6663,0.763,0.7321,0.9554,1.811,0.9733,0.7405
3342,2009,0.5906,0.6579,1.578,1.051,0.1505,0.629,0.945,1.533,0.8332,0.4931
3342,2010,0.7628,0.7215,2.256,0.9766,0.3906,0.6399,0.8176,1.649,0.7399,0.5292
3342,2011,0.7722,0.9669,2.09,0.7224,0.4496,0.6721,0.8058,1.67,1.014,0.5467
3342,2012,0.6839,0.7077,1.736,0.8402,0.5303,0.6318,0.7418,1.734,0.5423,0.6413
3342,2013,0.7496,1.189,1.936,0.9251,0.329,0.6188,0.5846,1.491,0.9057,0.5442
3342,2014,0.9818,1.177,2.87,0.4697,0.4718,0.6003,0.5948,1.27,1.289,0.7201
3342,2015,0.7872,0.9388,2.347,1.147,0.2338,0.5943,0.5388,1.181,1.477,0.5072
3342,2016,0.7654,1.152,1.956,1.226,0.2124,0.6189,0.56,1.255,1.385,0.7381
3342,2017,1.043,1.657,2.637,1.109,0.2886,0.6084,0.499,1.525,1.159,0.7148
3342,2018,0.8517,0.918,2.297,0.9696,0.361,0.7098,0.852,1.8,1.615,0.2338
3342,2019,0.7312,0.5768,1.836,1.751,0.5725,0.6461,0.6586,1.63,1.46,0.4481
3342,2020,0.8335,1.304,2.29,0.7628,0.2697,0.7434,0.7317,1.933,0.9154,0.8901
3343,1987,0.6842,0.5279,2.085,0.5018,0.3388,0.7803,1.236,2.085,0.199,0.5915
3343,1988,0.6492,0.6267,1.524,1.098,0.6916,0.7113,0.9099,1.618,0.7236,0.6724
3343,1989,0.7101,0.7467,1.384,1.061,1.162,0.7447,1.032,2.154,0.3759,0.7447
3343,1990,0.745,1.1,1.766,0.9416,0.7472,0.7843,1.288,2.199,0.4723,0.7844
3343,1991,0.6906,1.102,1.715,0.9566,0.389,0.8093,1.31,2.093,0.5504,0.9313
3343,1992,0.696,1.163,1.764,0.8546,0.1799,0.8335,1.523,2.018,0.1748,0.7095
3343,1993,0.6503,1.038,1.51,0.887,0.3548,0.8562,1.527,2.159,0.3542,0.5926
3343,1994,0.7509,1.185,1.805,0.7779,0.5979,0.8481,1.484,2.131,0.3786,0.792
3343,1995,0.7235,1.12,1.781,0.6592,0.6927,0.8746,1.682,2.228,0.1113,0.6343
3343,1996,0.7419,1.041,1.624,0.9485,0.9589,0.8015,1.181,2.157,0.3009,1.184
3343,1997,0.8351,0.9899,2.644,S,0.627,0.7311,1.032,1.935,0.5408,0.7266
3343,1998,0.7772,1.057,2.199,0.5786,0.386,0.6897,0.7733,1.589,0.9123,1.059
3343,1999,0.7048,0.8054,2.113,0.4862,0.2133,0.6973,0.9375,1.852,0.6448,0.6663
3343,2000,0.842,0.9687,2.155,0.8637,0.8512,1.004,1.281,2.428,0.6539,0.8512
3343,2001,0.7573,1.031,2.181,0.5552,0.1372,0.8154,1.423,1.848,0.6263,0.8175
3343,2002,0.6424,0.8281,1.704,0.7473,0.143,0.7439,1.237,1.981,0.3793,0.2388
3343,2003,0.5125,0.4714,1.378,0.8226,0.07944,0.7655,1.256,1.99,0.4104,0.3945
3343,2004,0.6359,1.407,1.586,0.1973,0.5242,0.8168,1.626,2.021,0.1145,0.3882
3343,2005,0.6376,1.221,1.63,0.4222,0.3791,0.6859,1.105,1.697,0.3039,0.4091
3343,2006,0.8341,1.188,2.18,0.5079,0.06594,0.8496,1.084,2.222,0.7903,0.5317
3343,2007,0.9432,1.74,2.148,0.907,0.4944,0.7835,1.21,2.086,0.9688,0.4944
3343,2008,0.7985,1.067,2.177,0.6595,0.6682,0.8203,0.8052,2.121,0.9427,0.5207
3343,2009,0.8487,1.26,2.313,0.4597,0.5016,0.7064,0.7331,2.096,0.8844,0.2783
3343,2010,0.7609,0.7535,1.672,1.197,0.617,0.5647,0.5641,1.195,0.9618,0.6902
3343,2011,0.8631,0.7708,1.91,1.256,1.086,0.6266,0.6506,1.51,0.7807,1.306
3343,2012,0.4354,0.5635,1.01,0.9235,0.2652,0.4569,0.5707,1.09,0.712,0.3968
3343,2013,0.573,0.896,1.41,0.3767,0.5355,0.4263,0.4826,1.079,0.3799,0.5355
3343,2014,0.62,0.6117,1.349,1.203,0.163,0.5658,0.7847,1.36,1.203,0.1656
3343,2015,0.6806,0.8178,1.531,1.109,0.3113,0.6033,0.8634,1.462,1.199,0.2912
3343,2016,0.6286,0.6093,1.65,0.9859,0.01047,0.5865,0.6912,1.591,1.004,0.2179
3343,2017,0.6902,0.86,2.063,0.4759,0.3545,0.6001,0.6905,1.568,0.802,0.5249
3343,2018,0.8179,0.9987,2.379,0.7897,0.2508,0.6444,0.9503,1.483,0.9156,0.854
3343,2019,0.7859,1.205,2.199,0.1646,0.3478,0.6851,0.9721,1.931,0.4135,0.3666
3343,2020,1.038,1.057,2.732,1.157,0.5743,0.8755,0.8842,1.904,2.039,0.5201
3344,1987,0.7305,0.8146,1.902,0.7977,0.7753,0.8641,1.331,2.239,0.6686,0.7007
3344,1988,0.7477,0.866,1.949,0.6586,0.8247,0.8513,1.227,2.192,0.8455,0.8318
3344,1989,0.7003,0.7042,1.661,0.9284,1.012,0.8124,1.19,1.997,1.14,0.7974
3344,1990,0.6521,0.6689,1.687,0.7471,0.9265,0.7476,1.122,1.899,0.6049,0.7267
3344,1991,0.6906,0.8136,1.793,0.7436,0.8643,0.7362,1.057,1.854,0.7889,0.8547
3344,1992,0.6586,0.7572,1.666,0.7055,0.8507,0.7543,1.007,1.967,0.8713,0.6239
3344,1993,0.5848,0.6381,1.418,0.6677,0.751,0.6372,0.8802,1.621,0.6791,0.5804
3344,1994,0.5614,0.6775,1.485,0.5521,0.6128,0.6363,0.7568,1.596,0.6982,0.6189
3344,1995,0.5858,0.6892,1.489,0.7304,0.5535,0.6302,0.8219,1.628,0.6349,0.5989
3344,1996,0.6468,0.766,1.604,0.9075,0.619,0.6612,0.9659,1.755,0.7139,0.7439
3344,1997,0.6011,0.7624,1.452,0.9255,0.6496,0.6991,0.9889,1.757,0.712,0.74
3344,1998,0.8923,0.8504,1.781,0.9921,2.862,0.8815,0.9912,1.875,0.6172,2.981
3344,1999,0.7676,0.9511,2.021,0.9193,0.4933,0.8164,1.191,2.098,0.6092,1.004
3344,2000,0.772,0.9535,1.874,1.136,0.5796,0.995,1.403,2.621,0.9105,0.6977
3344,2001,0.9635,1.006,2.57,0.6707,0.6399,1.041,1.524,2.696,1.14,0.636
3344,2002,0.8358,0.9036,1.975,1.349,0.5919,1.126,1.844,3.095,0.5659,0.5561
3344,2003,0.9011,0.9296,2.277,1.337,0.4982,1.245,2.092,3.372,0.5843,0.5455
3344,2004,0.9322,0.7987,2.42,1.247,0.7811,1.225,2.027,3.224,0.7936,0.8617
3344,2005,0.8751,0.8047,2.035,1.65,0.6744,1.251,1.978,3.408,0.6156,0.8507
3344,2006,0.9558,0.9422,2.322,1.615,0.8281,1.273,2.151,3.485,0.4466,0.957
3344,2007,1.066,1.271,2.817,1.185,0.5774,1.32,2.226,3.473,0.8132,0.4853
3344,2008,1.078,1.21,2.872,1.201,0.3999,1.348,2.373,3.566,0.7638,0.5355
3344,2009,1.157,1.304,3.126,0.9787,0.6796,1.459,2.55,3.681,0.9386,0.7382
3344,2010,1.106,1.195,3.039,1.273,0.4112,1.457,2.495,3.742,0.9912,0.5582
3344,2011,1.14,1.107,3.005,1.502,0.5104,1.522,2.571,4.08,0.9249,0.6531
3344,2012,1.318,1.496,3.756,0.5449,0.5934,1.466,2.707,3.678,1.01,0.633
3344,2013,1.223,1.506,3.282,1.053,0.5225,1.45,2.549,3.702,0.8619,0.595
3344,2014,1.211,1.081,3.437,1.14,0.4116,1.54,2.903,4.095,0.7617,0.1952
3344,2015,1.154,1.23,3.217,1.143,0.6888,1.532,2.79,4.002,0.5377,0.7266
3344,2016,1.195,1.297,3.402,0.8828,0.576,1.526,2.805,3.923,0.5989,0.6245
3344,2017,1.206,1.128,3.204,1.6,0.6144,1.515,2.803,3.625,1.254,0.669
3344,2018,1.295,1.311,3.672,0.8708,0.6432,1.531,2.796,3.818,0.9059,0.6508
3344,2019,1.35,1.687,3.616,0.721,0.4888,1.545,2.873,3.813,0.7944,0.5763
3344,2020,1.165,1.037,3.536,0.8909,0.2843,1.56,2.902,3.878,0.9788,0.4533
3345,1987,0.5631,0.7326,1.434,0.7469,0.375,0.4293,0.5029,1.084,0.3384,0.5383
3345,1988,0.4983,0.6501,1.236,0.7313,0.4466,0.4244,0.5313,1.063,0.5063,0.5313
3345,1989,0.487,0.6186,1.157,0.8102,0.5763,0.4515,0.5698,1.148,0.5549,0.5769
3345,1990,0.509,0.6137,1.313,0.4968,0.5724,0.4343,0.5376,1.088,0.5247,0.5454
3345,1991,0.5054,0.64,1.283,0.7791,0.5154,0.4333,0.5642,1.112,0.3919,0.6285
3345,1992,0.4764,0.6471,1.188,0.5841,0.4724,0.4442,0.5473,1.164,0.3984,0.5489
3345,1993,0.4814,0.66,1.257,0.71,0.3105,0.4725,0.6248,1.227,0.4496,0.4408
3345,1994,0.487,0.614,1.28,0.5404,0.4618,0.4747,0.6793,1.229,0.4689,0.4972
3345,1995,0.5159,0.665,1.283,0.6717,0.5527,0.499,0.6828,1.28,0.5647,0.4507
3345,1996,0.5292,0.701,1.323,0.6637,0.6046,0.5026,0.6014,1.238,0.6406,0.7048
3345,1997,0.5908,0.6434,1.454,1.127,0.5179,0.5426,0.6345,1.386,0.5176,0.6548
3345,1998,0.7363,0.7583,1.5,0.8734,2.187,0.6121,0.6715,1.539,0.5578,0.7999
3345,1999,0.5562,0.7311,1.4,0.593,0.4966,0.5317,0.7032,1.336,0.5584,0.6354
3345,2000,0.5333,0.6195,1.359,0.6011,0.5588,0.5444,0.6827,1.371,0.6058,0.6131
3345,2001,0.5468,0.682,1.273,0.7296,0.698,0.5406,0.7461,1.362,0.7406,0.4858
3345,2002,0.6491,0.8374,1.671,0.7515,0.4376,0.5816,0.8128,1.486,0.7384,0.459
3345,2003,0.5454,0.6849,1.351,0.8065,0.6926,0.5654,0.7041,1.399,0.6151,0.7245
3345,2004,0.5284,0.6011,1.219,0.9523,0.6145,0.5772,0.6912,1.429,0.8451,0.5414
3345,2005,0.565,0.7217,1.405,0.8266,0.4867,0.5395,0.6609,1.372,0.7893,0.5056
3345,2006,0.5607,0.6422,1.479,0.7509,0.6477,0.5241,0.5909,1.292,0.9607,0.5011
3345,2007,0.5778,0.673,1.497,0.8735,0.4873,0.57,0.6989,1.434,0.8163,0.5182
3345,2008,0.6205,0.7446,1.629,0.6171,0.6731,0.6117,0.7758,1.582,0.8376,0.6116
3345,2009,0.5689,0.6544,1.348,0.9327,0.5894,0.5735,0.6482,1.436,1.025,0.5346
3345,2010,0.5729,0.7257,1.44,0.8993,0.4475,0.5541,0.7057,1.463,0.6771,0.329
3345,2011,0.5736,0.726,1.43,0.7768,0.5884,0.5557,0.717,1.549,0.5473,0.3938
3345,2012,0.6104,0.7415,1.666,0.8312,0.5142,0.5648,0.6904,1.438,0.7655,0.5589
3345,2013,0.6425,0.7761,1.684,0.6403,0.446,0.5909,0.6846,1.476,0.6283,1.019
3345,2014,0.5983,0.7627,1.555,0.6109,0.5687,0.5682,0.7324,1.44,0.7116,0.6948
3345,2015,0.6355,0.7606,1.661,0.7215,0.6673,0.5827,0.7061,1.488,0.6074,0.6037
3345,2016,0.6464,0.8642,1.594,0.7604,0.7276,0.639,0.7608,1.605,0.8271,1.054
3345,2017,0.7119,0.9101,1.804,0.7454,0.6612,0.6269,0.8644,1.604,0.6265,0.6673
3345,2018,0.7165,0.9205,1.777,1.004,0.7912,0.6693,0.8599,1.699,0.7373,0.657
3345,2019,0.5835,0.7944,1.487,0.6651,0.6793,0.629,0.8693,1.555,0.9476,0.7434
3345,2020,0.664,0.7381,1.699,0.6323,0.67,0.6438,0.8499,1.576,0.7695,0.8903
3346,1987,0.7902,1.2,1.948,0.1742,1.109,0.6305,0.6375,1.653,0.5198,1.059
3346,1988,0.5959,0.7901,1.537,0.7659,0.2457,0.5903,0.7324,1.657,0.5132,0.3183
3346,1989,0.72,1.124,1.797,0.9715,0.2269,0.6012,0.6475,1.836,0.6487,0.3428
3346,1990,0.6268,1.003,1.717,0.02133,0.7483,0.5239,0.4481,1.432,0.4209,0.7543
3346,1991,0.6286,0.9979,1.585,0.3804,0.5379,0.5458,0.6398,1.572,0.455,0.4414
3346,1992,0.7567,1.167,1.997,0.2834,0.6305,0.5488,0.653,1.358,0.5081,1.045
3346,1993,0.601,0.7848,1.579,0.391,0.7878,0.5459,0.5523,1.324,0.6541,0.7029
3346,1994,0.5763,0.685,1.524,0.567,0.4763,0.5339,0.6492,1.195,0.7256,0.4145
3346,1995,0.5469,0.6853,1.341,0.7683,0.5258,0.5927,0.8068,1.402,0.8041,0.5417
3346,1996,0.578,0.6202,1.534,0.6137,0.8195,0.6101,0.9357,1.525,0.5772,0.4911
3346,1997,0.5804,0.9027,1.561,0.8969,0.2785,0.538,0.7034,1.276,1.091,0.3674
3346,1998,0.4903,0.6998,1.152,0.8134,0.5162,0.531,0.6056,1.314,0.7161,0.2091
3346,1999,0.5896,0.7734,1.545,0.3449,0.6094,0.5001,0.4887,1.18,0.9683,0.3811
3346,2000,0.5806,0.7497,1.491,0.723,0.526,0.591,0.7384,1.497,0.9332,0.5438
3346,2001,0.5937,0.7654,1.821,0.1837,0.2532,0.4977,0.6116,1.279,0.7845,0.2532
3346,2002,0.5248,0.6572,1.136,0.8672,0.4509,0.5455,0.7941,1.423,0.6561,0.4876
3346,2003,0.5548,0.6711,1.542,0.5752,0.177,0.5678,0.7508,1.414,0.6491,0.428
3346,2004,0.5133,0.716,1.202,0.5586,0.7662,0.5572,0.8494,1.446,0.3893,0.806
3346,2005,0.448,0.5675,1.063,0.7875,0.2304,0.5056,0.6686,1.4,0.5331,0.2961
3346,2006,0.4338,0.6107,1.14,0.4608,0.09659,0.5083,0.6228,1.438,0.6432,0.3236
3346,2007,0.6203,0.8155,1.717,0.2247,0.4519,0.5674,1.01,1.278,1.094,0.4519
3346,2008,0.622,0.7041,1.669,0.7736,0.2816,0.639,0.9589,1.654,1.072,0.23
3346,2009,0.7566,0.8882,1.833,0.8948,0.2556,0.5072,0.5167,1.059,1.252,0.5268
3346,2010,0.666,0.9475,1.777,0.4652,0.5079,0.7115,0.7171,2.162,0.1152,0.5699
3346,2011,0.6445,0.7535,2.004,0.3468,0.1387,0.5541,0.4926,1.221,0.8234,0.7157
3346,2012,0.6646,1.161,1.656,0.6881,0.1358,0.4286,0.6405,1.036,0.4967,0.2819
3346,2013,0.7678,0.6935,1.546,0.5123,2.039,0.5611,0.776,1.208,1.104,0.9514
3346,2014,0.5582,0.6919,1.435,0.4864,0.4541,0.4875,0.4859,1.156,1.562,0.4541
3346,2015,0.6372,0.7984,1.555,0.2619,0.5557,0.6189,0.8287,1.602,1.534,0.3175
3346,2016,0.5288,0.6932,1.4,0.6577,0.5354,0.5223,0.5619,1.219,1.082,0.3259
3346,2017,0.7472,1.213,2.203,S,0.5451,0.4813,0.4155,1.181,1.11,0.1682
3346,2018,0.9101,1.362,1.896,0.8896,0.7735,0.5456,0.5997,1.261,1.778,0.52
3346,2019,0.7431,0.8341,2.139,0.277,0.5818,0.6206,0.7605,1.701,0.6916,0.5054
3346,2020,0.888,1.131,2.625,0.428,0.3599,0.5984,0.7491,1.473,0.6811,0.3599
3351,1987,0.4734,0.5513,1.24,0.6242,0.275,0.5162,0.6794,1.351,0.4853,0.4876
3351,1988,0.4958,0.6557,1.336,0.6776,0.1601,0.5086,0.7898,1.427,0.4188,0.348
3351,1989,0.4544,0.5816,1.074,0.6259,0.3667,0.4672,0.685,1.271,0.3218,0.3388
3351,1990,0.4937,0.6673,1.258,0.7427,0.2813,0.4755,0.664,1.181,0.3944,0.4189
3351,1991,0.5187,0.7058,1.354,0.4196,0.3416,0.5046,0.6944,1.377,0.376,0.4151
3351,1992,0.5763,0.7621,1.766,0.2754,0.2301,0.5592,0.812,1.406,0.4924,0.6083
3351,1993,0.5266,0.6977,1.362,0.4938,0.4305,0.5132,0.7564,1.355,0.3907,0.4793
3351,1994,0.4979,0.829,1.311,0.6981,0.3407,0.5283,0.7449,1.296,0.5048,0.6161
3351,1995,0.541,0.7681,1.383,0.5344,0.6771,0.5769,0.8346,1.514,0.326,0.5296
3351,1996,0.6523,0.932,1.74,0.2897,0.5206,0.6098,0.7054,1.706,0.2349,0.5724
3351,1997,0.5778,0.8603,1.709,0.199,0.3338,0.5369,0.7311,1.307,0.3629,0.7176
3351,1998,0.6177,0.8661,1.433,0.4348,1.2,0.6625,0.7329,1.611,0.4285,1.209
3351,1999,0.6505,0.9254,1.681,1.164,0.5745,0.5744,0.6693,1.432,0.6217,0.6066
3351,2000,0.5432,0.6899,1.453,0.7031,0.4498,0.553,0.7651,1.317,0.5452,0.714
3351,2001,0.5431,0.7453,1.456,0.5468,0.4697,0.5474,0.8383,1.427,0.4887,0.6065
3351,2002,0.578,0.6853,1.422,0.7104,0.3786,0.5214,0.8338,1.247,0.4244,0.6448
3351,2003,0.5712,0.6611,1.301,1.127,0.4576,0.5591,0.7519,1.416,0.5512,0.5049
3351,2004,0.553,0.6239,1.53,0.4222,0.3806,0.4903,0.6005,1.247,0.3879,0.6311
3351,2005,0.5791,0.6435,1.497,0.3287,0.6164,0.4832,0.7075,1.181,0.3836,0.6073
3351,2006,0.5261,0.5769,1.393,0.5747,0.3562,0.4745,0.6363,1.213,0.376,0.6146
3351,2007,0.6048,0.8098,1.656,0.3947,0.2597,0.5024,0.7617,1.303,0.3651,0.5745
3351,2008,0.5138,0.7195,1.333,0.4278,0.4775,0.5117,0.7179,1.36,0.3494,0.4709
3351,2009,0.5922,0.666,1.944,0.03784,0.2935,0.5069,0.6236,1.293,0.5004,0.5306
3351,2010,0.5106,0.6196,1.344,0.3986,0.5886,0.5025,0.7227,1.332,0.5011,0.4906
3351,2011,0.5912,0.6799,1.356,0.6671,0.8002,0.4976,0.6454,1.21,0.7392,0.604
3351,2012,0.5145,0.6109,1.113,0.7524,0.5338,0.5046,0.647,1.197,0.6102,0.6289
3351,2013,0.5396,0.8081,1.425,0.6078,0.4665,0.5009,0.7209,1.327,0.4721,0.5374
3351,2014,0.6126,0.8589,1.716,0.7568,0.1826,0.5184,0.6643,1.384,0.3482,0.4771
3351,2015,0.5692,0.8909,1.465,0.4789,0.5064,0.5602,0.8034,1.409,0.7156,0.5007
3351,2016,0.6164,0.8832,1.619,0.4543,0.5487,0.5668,0.7695,1.424,0.6419,0.5563
3351,2017,0.6782,0.9392,1.903,0.5752,0.5999,0.5904,0.8329,1.489,0.861,0.6187
3351,2018,0.7519,0.9495,2.051,0.6874,0.3939,0.6343,0.8979,1.641,0.6809,0.5005
3351,2019,0.5726,0.6474,1.542,0.1684,0.5701,0.5571,0.7499,1.432,0.5097,0.6765
3351,2020,0.8252,1.279,2.261,0.437,0.4798,0.6252,0.8377,1.414,0.9695,0.5022
3352,1987,0.5244,0.7288,1.448,0.3656,0.2592,0.4127,0.6304,1.024,0.1417,0.6855
3352,1988,0.4698,0.7458,1.213,0.4564,0.3846,0.3905,0.6113,1.06,0.1537,0.3911
3352,1989,0.4917,0.6508,1.166,0.54,0.402,0.3918,0.4742,0.9503,0.7372,0.5749
3352,1990,0.5568,0.631,1.597,0.8632,0.1168,0.3723,0.5167,0.9288,0.2934,0.4916
3352,1991,0.6554,0.9097,1.896,0.7543,S,0.3877,0.4563,0.925,0.4788,0.4925
3352,1992,0.6154,0.9659,1.598,0.3508,0.309,0.398,0.49,1.075,0.3665,0.5084
3352,1993,0.551,0.7569,1.233,0.5361,0.6266,0.4099,0.4279,1.08,0.4729,0.4912
3352,1994,0.5794,0.6059,1.5,0.5449,0.807,0.4217,0.4758,1.069,0.2131,0.5877
3352,1995,0.6684,0.8579,1.678,0.4767,0.6974,0.4398,0.3694,1.051,0.6228,0.7273
