Date,Headline_(12m),Core_(12m),MCT,Contribution_GOOD,Common_Good,Sector-specific_Good,Contribution_SERV_EX_HOUSE,Common_SERVE_EX_HOUSE,Sector-specific_SERVE_EX_HOUSE,Contribution_HOUSE,Common_HOUSE,Sector-specific_HOUSE
1980-04-01,11.02,8.91,10.56,3.33,3.42,-0.11,4.15,3.35,0.77,1.16,0.23,0.91
1980-05-01,10.74,8.84,10.27,3.13,3.23,-0.11,3.99,3.19,0.78,1.21,0.22,0.96
1980-06-01,10.52,8.95,9.9,2.95,3.05,-0.1,3.81,3,0.77,1.24,0.22,1
1980-07-01,10.54,9.17,9.66,2.87,2.94,-0.08,3.67,2.86,0.78,1.22,0.21,0.99
1980-08-01,10.61,9.23,9.65,2.82,2.89,-0.08,3.68,2.83,0.8,1.26,0.21,1.01
1980-09-01,10.66,9.51,9.68,2.78,2.83,-0.07,3.74,2.83,0.87,1.29,0.22,1.04
1980-10-01,10.65,9.61,9.33,2.62,2.68,-0.06,3.55,2.64,0.87,1.27,0.21,1.04
1980-11-01,10.78,9.77,9.25,2.59,2.61,-0.05,3.5,2.58,0.87,1.27,0.2,1.04
1980-12-01,10.57,9.65,9.2,2.55,2.56,-0.03,3.5,2.57,0.88,1.26,0.2,1.03
1981-01-01,10.47,9.76,9.33,2.64,2.62,0,3.54,2.61,0.87,1.26,0.2,1.03
1981-02-01,10.39,9.47,9.24,2.65,2.61,0.03,3.44,2.54,0.85,1.24,0.2,1.02
1981-03-01,9.81,9.07,8.68,2.4,2.34,0.04,3.17,2.29,0.83,1.22,0.17,1.01
1981-04-01,9.72,9.21,8.45,2.29,2.2,0.07,3.06,2.18,0.83,1.22,0.17,1.03
1981-05-01,9.36,9.08,8.16,2.16,2.04,0.09,2.91,2.04,0.82,1.23,0.16,1.04
1981-06-01,9.11,8.9,7.95,2.06,1.95,0.09,2.81,1.95,0.8,1.21,0.15,1.03
1981-07-01,8.92,8.8,7.93,2.06,1.95,0.09,2.81,1.94,0.81,1.2,0.15,1.01
1981-08-01,8.7,8.74,7.85,2.08,1.94,0.13,2.71,1.88,0.78,1.18,0.14,1
1981-09-01,8.35,8.43,7.71,2.03,1.86,0.15,2.65,1.84,0.76,1.16,0.14,1
1981-10-01,7.98,8.18,7.41,1.89,1.7,0.17,2.53,1.72,0.75,1.14,0.13,0.98
1981-11-01,7.68,7.97,7.02,1.74,1.54,0.19,2.36,1.57,0.73,1.08,0.11,0.94
1981-12-01,7.32,7.71,6.58,1.6,1.36,0.21,2.12,1.38,0.68,1.02,0.09,0.91
1982-01-01,6.93,7.45,6.6,1.65,1.38,0.24,2.1,1.4,0.65,0.99,0.09,0.87
1982-02-01,6.17,7.08,6.35,1.62,1.32,0.29,1.96,1.31,0.6,0.91,0.08,0.82
1982-03-01,5.71,6.95,6.08,1.51,1.19,0.3,1.82,1.18,0.59,0.88,0.07,0.79
1982-04-01,5.31,6.69,6.02,1.49,1.16,0.31,1.81,1.17,0.61,0.85,0.07,0.76
1982-05-01,5.46,6.54,6.02,1.51,1.17,0.32,1.81,1.17,0.6,0.83,0.07,0.74
1982-06-01,5.8,6.54,5.96,1.45,1.11,0.32,1.82,1.15,0.63,0.82,0.06,0.73
1982-07-01,5.79,6.59,5.75,1.37,1.01,0.32,1.71,1.04,0.63,0.81,0.05,0.73
1982-08-01,5.46,6.37,5.39,1.22,0.85,0.34,1.54,0.88,0.6,0.77,0.04,0.7
1982-09-01,5.11,6.07,5.35,1.28,0.87,0.38,1.49,0.89,0.56,0.73,0.04,0.66
1982-10-01,5.23,6.11,5.41,1.33,0.88,0.4,1.51,0.91,0.56,0.71,0.04,0.65
1982-11-01,4.98,5.88,5.16,1.25,0.8,0.41,1.38,0.81,0.52,0.66,0.03,0.6
1982-12-01,4.81,5.83,5.09,1.27,0.8,0.43,1.34,0.8,0.49,0.62,0.03,0.56
1983-01-01,4.68,5.9,5.14,1.3,0.83,0.43,1.38,0.85,0.48,0.59,0.03,0.53
1983-02-01,4.55,5.89,4.79,1.16,0.71,0.42,1.21,0.73,0.44,0.54,0.02,0.5
1983-03-01,4.41,5.56,4.55,1.07,0.65,0.39,1.1,0.65,0.4,0.5,0.02,0.46
1983-04-01,4.83,5.46,4.43,1.03,0.63,0.38,1.04,0.62,0.38,0.48,0.02,0.45
1983-05-01,4.51,5.04,4.13,0.9,0.53,0.35,0.92,0.51,0.36,0.44,0.01,0.41
1983-06-01,4.15,5.01,4.05,0.88,0.51,0.35,0.88,0.49,0.35,0.41,0.01,0.38
1983-07-01,4.12,5.03,4.12,0.91,0.55,0.34,0.94,0.53,0.36,0.39,0.01,0.36
1983-08-01,4.24,5.09,4.06,0.85,0.52,0.3,0.95,0.51,0.39,0.38,0.01,0.36
1983-09-01,4.31,5.13,4.07,0.84,0.54,0.28,0.96,0.53,0.38,0.38,0.01,0.35
1983-10-01,3.91,4.65,4.08,0.86,0.56,0.28,0.96,0.55,0.37,0.37,0.01,0.35
1983-11-01,3.74,4.51,4.03,0.85,0.55,0.27,0.94,0.53,0.36,0.38,0.01,0.36
1983-12-01,3.65,4.25,3.86,0.77,0.47,0.27,0.82,0.45,0.33,0.39,0.01,0.37
1984-01-01,3.61,3.89,3.96,0.82,0.52,0.27,0.87,0.49,0.33,0.4,0.01,0.37
1984-02-01,4.13,4.16,3.93,0.78,0.48,0.27,0.85,0.46,0.33,0.41,0.01,0.39
1984-03-01,4.34,4.42,3.77,0.71,0.4,0.28,0.74,0.39,0.31,0.43,0.01,0.41
1984-04-01,4.26,4.59,3.78,0.75,0.42,0.31,0.71,0.4,0.28,0.44,0.01,0.42
1984-05-01,4.1,4.68,3.56,0.68,0.33,0.32,0.58,0.31,0.24,0.43,0,0.41
1984-06-01,3.89,4.44,3.5,0.68,0.3,0.36,0.51,0.28,0.2,0.43,0,0.41
1984-07-01,3.68,4.19,3.57,0.73,0.32,0.38,0.51,0.3,0.18,0.44,0,0.43
1984-08-01,3.56,4,3.54,0.73,0.32,0.39,0.49,0.3,0.16,0.44,0,0.42
1984-09-01,3.34,3.74,3.47,0.71,0.29,0.4,0.44,0.27,0.14,0.43,0,0.42
1984-10-01,3.4,3.79,3.52,0.72,0.3,0.4,0.46,0.28,0.15,0.44,0,0.42
1984-11-01,3.4,3.77,3.57,0.76,0.33,0.41,0.48,0.3,0.14,0.43,0,0.42
1984-12-01,3.64,4.1,3.67,0.81,0.36,0.42,0.54,0.34,0.16,0.44,0.01,0.43
1985-01-01,3.7,4.33,3.83,0.89,0.42,0.44,0.61,0.4,0.17,0.45,0.01,0.43
1985-02-01,3.49,4.22,4,0.96,0.49,0.44,0.69,0.46,0.19,0.46,0.01,0.45
1985-03-01,3.55,4.19,3.9,0.89,0.44,0.42,0.67,0.42,0.21,0.45,0.01,0.44
1985-04-01,3.31,3.83,3.67,0.76,0.33,0.4,0.56,0.31,0.21,0.46,0,0.45
1985-05-01,3.43,3.95,3.56,0.7,0.29,0.39,0.5,0.26,0.21,0.47,0,0.46
1985-06-01,3.52,4.04,3.57,0.69,0.27,0.39,0.51,0.26,0.22,0.49,0,0.48
1985-07-01,3.41,3.9,3.38,0.61,0.2,0.4,0.4,0.18,0.19,0.48,0,0.47
1985-08-01,3.43,4.07,3.49,0.67,0.25,0.41,0.45,0.23,0.18,0.47,0,0.46
1985-09-01,3.47,4.12,3.55,0.74,0.3,0.42,0.46,0.27,0.15,0.45,0,0.44
1985-10-01,3.39,4.05,3.59,0.71,0.3,0.39,0.49,0.28,0.17,0.48,0,0.47
1985-11-01,3.55,4.09,3.49,0.67,0.28,0.38,0.45,0.25,0.15,0.49,0,0.48
1985-12-01,3.61,3.96,3.36,0.62,0.23,0.37,0.38,0.21,0.15,0.47,0,0.46
1986-01-01,3.56,3.94,3.33,0.63,0.24,0.38,0.37,0.21,0.13,0.45,0,0.45
1986-02-01,3.09,3.67,3.16,0.54,0.17,0.36,0.29,0.15,0.12,0.45,0,0.44
1986-03-01,2.46,3.62,3.09,0.5,0.15,0.35,0.25,0.14,0.1,0.45,0,0.45
1986-04-01,2.1,3.69,3.08,0.55,0.17,0.38,0.22,0.15,0.05,0.43,0,0.42
1986-05-01,2.05,3.5,3.18,0.66,0.24,0.41,0.26,0.21,0.03,0.38,0,0.38
1986-06-01,2.15,3.47,3.32,0.75,0.31,0.43,0.33,0.28,0.02,0.36,0,0.35
1986-07-01,1.92,3.36,3.33,0.79,0.31,0.46,0.3,0.28,-0.01,0.33,0,0.33
1986-08-01,1.72,3.07,3.37,0.84,0.34,0.48,0.32,0.3,-0.01,0.32,0,0.31
1986-09-01,1.88,3.19,3.39,0.9,0.35,0.52,0.3,0.3,-0.03,0.29,0,0.29
1986-10-01,1.89,3.38,3.46,0.9,0.37,0.5,0.37,0.33,0,0.3,0,0.3
1986-11-01,1.78,3.34,3.52,0.94,0.4,0.52,0.4,0.37,-0.01,0.29,0,0.29
1986-12-01,1.57,3.19,3.61,1.06,0.45,0.57,0.4,0.4,-0.04,0.26,0,0.26
1987-01-01,1.58,2.88,3.79,1.07,0.49,0.55,0.54,0.48,0.01,0.29,0,0.29
1987-02-01,1.94,2.82,3.77,1.08,0.47,0.57,0.51,0.44,0.02,0.28,0,0.28
1987-03-01,2.43,2.82,3.8,1.08,0.47,0.58,0.55,0.44,0.06,0.28,0,0.28
1987-04-01,3.02,3.07,3.77,1.06,0.46,0.57,0.55,0.42,0.08,0.26,0,0.27
1987-05-01,3.09,3.18,3.72,1.02,0.44,0.55,0.55,0.41,0.1,0.25,0,0.25
1987-06-01,3.1,3.15,3.76,1.03,0.46,0.55,0.6,0.42,0.13,0.23,0,0.23
1987-07-01,3.31,3.23,3.71,1,0.43,0.54,0.6,0.4,0.16,0.23,0,0.23
1987-08-01,3.59,3.37,3.76,1.01,0.43,0.54,0.6,0.4,0.17,0.25,0,0.26
1987-09-01,3.6,3.44,3.81,1,0.43,0.54,0.64,0.4,0.2,0.27,0,0.27
1987-10-01,3.74,3.53,3.76,0.94,0.38,0.53,0.63,0.36,0.24,0.29,0,0.29
1987-11-01,3.76,3.53,3.78,0.94,0.38,0.53,0.66,0.36,0.26,0.28,0,0.28
1987-12-01,3.81,3.61,3.87,0.97,0.41,0.53,0.73,0.39,0.3,0.28,0,0.28
1988-01-01,3.73,3.85,4.22,1.13,0.55,0.55,0.95,0.52,0.38,0.25,0,0.26
1988-02-01,3.51,3.86,4.25,1.14,0.55,0.54,1,0.54,0.41,0.23,0,0.23
1988-03-01,3.6,3.99,4.33,1.18,0.6,0.54,1.06,0.58,0.43,0.19,0,0.2
1988-04-01,3.72,4.06,4.39,1.2,0.62,0.54,1.12,0.61,0.46,0.18,0,0.19
1988-05-01,3.75,4.12,4.3,1.14,0.58,0.53,1.08,0.56,0.46,0.17,0,0.18
1988-06-01,3.8,4.27,4.29,1.14,0.57,0.53,1.08,0.57,0.46,0.18,0,0.18
1988-07-01,4.07,4.43,4.32,1.15,0.59,0.52,1.1,0.59,0.46,0.17,0,0.18
1988-08-01,3.97,4.34,4.26,1.12,0.56,0.52,1.07,0.56,0.45,0.18,0,0.19
1988-09-01,4.12,4.48,4.33,1.16,0.6,0.52,1.11,0.6,0.46,0.17,0,0.19
1988-10-01,4.13,4.43,4.23,1.11,0.57,0.5,1.06,0.57,0.44,0.16,-0.01,0.18
1988-11-01,4.17,4.5,4.09,1.03,0.51,0.49,0.99,0.5,0.45,0.17,0,0.18
1988-12-01,4.31,4.63,4.13,1.05,0.53,0.49,1.02,0.52,0.46,0.16,0,0.17
1989-01-01,4.43,4.66,4.17,1.07,0.55,0.48,1.05,0.53,0.47,0.16,0,0.17
1989-02-01,4.63,4.71,4.04,0.96,0.48,0.45,1.02,0.48,0.49,0.17,0,0.18
1989-03-01,4.66,4.58,3.91,0.89,0.43,0.43,0.95,0.43,0.48,0.18,0,0.19
1989-04-01,4.84,4.42,3.79,0.84,0.39,0.42,0.87,0.38,0.45,0.19,0,0.19
1989-05-01,4.92,4.38,3.74,0.79,0.36,0.41,0.84,0.35,0.45,0.21,0,0.22
1989-06-01,4.71,4.21,3.73,0.78,0.35,0.4,0.83,0.35,0.45,0.21,0,0.22
1989-07-01,4.45,4.06,3.73,0.78,0.36,0.4,0.83,0.35,0.44,0.23,0,0.23
1989-08-01,4.15,3.95,3.61,0.73,0.31,0.39,0.74,0.3,0.41,0.23,0,0.24
1989-09-01,3.88,3.75,3.67,0.74,0.32,0.4,0.79,0.32,0.44,0.24,0,0.25
1989-10-01,3.94,3.73,3.75,0.77,0.34,0.4,0.83,0.34,0.45,0.26,0,0.26
