state,year,quarter,pi_nt,pi_t,pi
Pennsylvania,1983,3,5.5303617,0.43173763,3.314918
Pennsylvania,1983,4,4.6120477,-0.38891187,2.473855
Pennsylvania,1984,1,4.2889676,0.54354352,2.7085969
Pennsylvania,1984,2,4.8159547,0.55532384,3.0248625
Pennsylvania,1984,3,4.8849459,-0.58897775,2.5724499
Pennsylvania,1984,4,4.5034642,-2.9176502,1.3619834
Pennsylvania,1985,1,4.2351375,-4.542819,0.51233596
Pennsylvania,1985,2,3.979023,-5.6951861,-0.1174228
Pennsylvania,1985,3,4.2474256,-5.8491793,-0.008653837
Pennsylvania,1985,4,4.1568871,-2.3143258,1.4655564
Pennsylvania,1986,1,4.2371197,-2.1535461,1.5880083
Pennsylvania,1986,2,4.9031353,-1.8670797,2.092113
Pennsylvania,1986,3,4.527514,-0.39897871,2.4530745
Pennsylvania,1986,4,4.663322,-0.48102731,2.4825149
Pennsylvania,1989,1,5.6614871,2.9278371,4.7158794
Pennsylvania,1989,2,4.8313794,3.749336,4.4529786
Pennsylvania,1989,3,5.122386,2.9737475,4.382997
Pennsylvania,1989,4,4.0707293,3.1491172,3.7922027
Pennsylvania,1990,1,4.4411287,3.743681,4.3000689
Pennsylvania,1990,2,4.7055335,2.2060804,3.9278796
Pennsylvania,1990,3,4.4521036,3.1021786,4.1020317
Pennsylvania,1990,4,3.4680612,4.0323048,3.8086944
Pennsylvania,1991,1,3.3553917,2.9801531,3.3708956
Pennsylvania,1991,2,2.5989463,3.3286338,2.946209
Pennsylvania,1991,3,3.1511698,2.2931666,2.9271736
Pennsylvania,1991,4,4.0763974,1.4528719,3.1508925
Pennsylvania,1992,1,3.0441148,1.3427918,2.4362395
Pennsylvania,1992,2,3.886003,1.3414903,3.0061457
Pennsylvania,1992,3,2.9518251,1.3889658,2.3689241
Pennsylvania,1992,4,3.5840845,0.77406651,2.5739326
Pennsylvania,1993,1,3.601465,0.64753449,2.5283289
Pennsylvania,1993,2,3.6201637,0.58160377,2.5154114
Pennsylvania,1993,3,3.034801,0.024721699,1.901377
Pennsylvania,1993,4,2.3799922,0.11776955,1.48511
Pennsylvania,1994,1,3.3139219,0.058504555,2.0871105
Pennsylvania,1994,2,2.8801858,-0.027558828,1.7727152
Pennsylvania,1994,3,3.243242,0.87611336,2.3744135
Pennsylvania,1994,4,3.5087917,0.90820301,2.5982151
Pennsylvania,1995,1,3.4233363,0.69180787,2.4507554
Pennsylvania,1995,2,3.4090998,0.52009457,2.3846769
Pennsylvania,1995,3,3.2116895,0.020733869,2.1545057
Pennsylvania,1995,4,2.6320739,0.011866465,1.7755461
Pennsylvania,1996,1,2.0024049,0.60412341,1.5726162
Pennsylvania,1996,2,2.2411904,1.4189134,2.0657275
Pennsylvania,1996,3,2.6629806,1.500111,2.3752022
Pennsylvania,1996,4,3.1624713,2.2139111,2.9641967
Pennsylvania,1997,1,3.029002,2.0819402,2.8366427
Pennsylvania,1997,2,2.9600823,1.0654751,2.4539435
Pennsylvania,1997,3,2.1556313,0.73996598,1.8391354
Pennsylvania,1997,4,1.4096577,-0.47010326,0.90134835
Pennsylvania,1998,1,1.6128657,-0.59047192,0.8855409
Pennsylvania,1998,2,0.94509363,-0.43612406,0.42615223
Pennsylvania,1998,3,1.3153665,-0.20821588,0.74334502
Pennsylvania,1998,4,1.6990472,0.62590569,1.2325103
Pennsylvania,1999,1,0.9870016,0.40967104,0.80494499
Pennsylvania,1999,2,1.7864581,1.0578525,1.6217067
Pennsylvania,1999,3,1.8495911,1.7879212,1.7978905
Pennsylvania,1999,4,2.1238246,2.0544081,2.1060593
Pennsylvania,2000,1,2.8620195,2.9262602,2.9242935
Pennsylvania,2000,2,2.8190827,2.449074,2.705632
Pennsylvania,2000,3,3.2850237,2.2544456,3.0535004
Pennsylvania,2000,4,3.5538566,1.6927946,3.045419
Pennsylvania,2001,1,4.3062925,1.3080286,3.421253
Pennsylvania,2001,2,4.5365376,1.4501561,3.6221995
Pennsylvania,2001,3,4.387537,0.33844677,2.9648776
Pennsylvania,2001,4,3.2706509,-0.18804619,1.9725533
Pennsylvania,2002,1,2.1786234,-0.5263561,1.1070942
Pennsylvania,2002,2,1.9060425,-0.26941374,1.0508339
Pennsylvania,2002,3,1.8560839,0.62919003,1.454259
Pennsylvania,2002,4,2.4142706,1.2766768,2.0997672
Pennsylvania,2003,1,3.038708,1.6715753,2.6542819
Pennsylvania,2003,2,3.370913,0.33983693,2.4577575
Pennsylvania,2003,3,2.8255749,-0.038632717,2.039382
Pennsylvania,2003,4,2.5137937,0.35517785,1.9426498
Pennsylvania,2004,1,2.4213691,0.64179248,1.8764871
Pennsylvania,2004,2,3.6858556,2.3386226,3.1360612
Pennsylvania,2004,3,4.2994385,2.9135056,3.65188
Pennsylvania,2004,4,3.8366373,3.2441297,3.3551228
Pennsylvania,2005,1,3.4456525,2.8169408,3.0112786
Pennsylvania,2005,2,3.085269,2.2381027,2.781848
Pennsylvania,2005,3,2.8970501,2.1590066,2.6231065
Pennsylvania,2005,4,3.5656612,1.4280226,2.909637
Pennsylvania,2006,1,3.6605029,1.6898,3.076097
Pennsylvania,2006,2,3.2534246,1.8075625,2.8050818
Pennsylvania,2006,3,3.6888714,1.5836458,3.0974684
Pennsylvania,2006,4,2.8069687,0.63233238,2.1207645
Pennsylvania,2007,1,3.2430649,0.8857975,2.5491977
Pennsylvania,2007,2,3.2967665,1.1697387,2.6920495
Pennsylvania,2007,3,4.1543975,0.9970721,3.3015251
Pennsylvania,2007,4,4.7820177,2.6931973,4.3086524
Pennsylvania,2008,1,4.7436681,3.2595019,4.4406357
Pennsylvania,2008,2,5.4990268,3.4331634,5.1012726
Pennsylvania,2008,3,5.7274375,4.3621979,5.5673347
Pennsylvania,2008,4,4.5804853,1.7736855,3.8063135
Pennsylvania,2009,1,3.2366984,-0.28110096,2.1850812
Pennsylvania,2009,2,1.674309,-1.3324976,0.70305347
Pennsylvania,2009,3,0.2795468,-2.0423374,-0.57700902
Pennsylvania,2009,4,0.93868566,-0.0255209,0.57074726
Pennsylvania,2010,1,1.8073256,1.081248,1.4558339
Pennsylvania,2010,2,2.5829058,1.321155,2.0514796
Pennsylvania,2010,3,2.3073931,0.72339565,1.6302184
Pennsylvania,2010,4,2.4410708,1.0235938,1.8210342
Pennsylvania,2011,1,2.3865597,2.1398237,2.1476138
Pennsylvania,2011,2,3.152096,3.864754,3.1984935
Pennsylvania,2011,3,3.258491,5.1133761,3.6212204
Pennsylvania,2011,4,3.2226372,4.6678233,3.4768114
Pennsylvania,2012,1,2.4410572,3.500185,2.6074727
Pennsylvania,2012,2,2.3767223,1.7699826,2.0918975
Pennsylvania,2012,3,1.7824224,0.99697387,1.4627399
Pennsylvania,2012,4,2.0004516,0.67348629,1.5703914
Pennsylvania,2013,1,2.8107965,0.51156306,2.111659
Pennsylvania,2013,2,2.8644421,0.18132412,2.1371777
Pennsylvania,2013,3,2.560194,0.072328523,1.8800439
Pennsylvania,2013,4,1.5887159,-0.32959396,0.95466697
Pennsylvania,2014,1,0.92416149,-0.069017179,0.52856994
Pennsylvania,2014,2,0.6623885,0.72745055,0.48323566
Pennsylvania,2014,3,1.2393796,0.68354082,0.91178364
Pennsylvania,2014,4,2.7049975,-0.40759793,1.7500328
Pennsylvania,2015,1,2.9157493,-2.6271868,1.2286769
Pennsylvania,2015,2,1.9887289,-2.6877892,0.48354024
Pennsylvania,2015,3,2.2341535,-2.4674149,0.78501719
Pennsylvania,2015,4,2.3196845,-2.0657876,1.0060146
Pennsylvania,2016,1,2.1629558,-1.40312,1.1219532
Pennsylvania,2016,2,2.1171148,-1.3426788,1.1205204
Pennsylvania,2016,3,1.4584534,-1.566129,0.54882264
Pennsylvania,2016,4,1.7350832,-0.84013253,1.007791
Pennsylvania,2017,1,1.7395542,0.25938466,1.3213931
Pennsylvania,2017,2,1.6199309,0.14569902,1.2433718
Pennsylvania,2017,3,1.7626889,0.41139898,1.4420217
Pennsylvania,2017,4,1.6603005,0.46099895,1.3370202
South Carolina,1989,1,5.2994452,2.4395678,3.9555297
South Carolina,1989,2,5.0310636,3.482738,4.2535658
South Carolina,1989,3,5.0985403,2.0259905,3.6837592
South Carolina,1989,4,3.5572834,2.1865711,2.9642584
South Carolina,1990,1,5.3245826,3.348103,4.44418
South Carolina,1990,2,5.9922848,2.6853218,4.5406709
South Carolina,1990,3,6.4331751,4.4111786,5.5400782
South Carolina,1990,4,6.6969113,6.0228701,6.375649
South Carolina,1991,1,4.5220728,4.7467103,4.6182375
South Carolina,1991,2,4.6065874,6.2155137,5.2846785
South Carolina,1991,3,5.8374457,4.6520624,5.3674388
South Carolina,1991,4,4.2090902,1.983744,3.3025341
South Carolina,1992,1,4.6262975,1.9643555,3.5312374
South Carolina,1992,2,4.1791372,-1.1068811,1.9652516
South Carolina,1992,3,2.411258,-1.4237413,0.79480076
South Carolina,1992,4,3.5875356,-0.30516231,1.9330264
South Carolina,1993,1,3.9663856,-0.15781356,2.2200038
South Carolina,1993,2,4.2683711,1.4092023,3.0519567
South Carolina,1993,3,4.5263109,1.0159729,3.0624523
South Carolina,1993,4,4.0150957,1.0864826,2.8151653
South Carolina,1994,1,4.5043616,0.32303295,2.7728701
South Carolina,1994,2,3.3798413,-0.17545702,1.8923818
South Carolina,1994,3,2.6166623,1.9883604,2.3076026
South Carolina,1994,4,3.6628969,2.132544,2.9665163
South Carolina,1995,1,2.9462047,3.2795384,3.0063326
South Carolina,1995,2,2.9014156,3.8755352,3.2117131
South Carolina,1995,3,3.4954278,1.6418942,2.6954019
South Carolina,1995,4,1.8540452,1.2079037,1.5664722
South Carolina,1996,1,1.0084389,1.4498723,1.1620896
South Carolina,1996,2,1.3348444,1.8078132,1.5095824
South Carolina,1996,3,0.20360067,2.1260362,0.94050926
South Carolina,1996,4,-0.27641788,2.3590505,0.7581836
South Carolina,1997,1,-0.28475186,1.7366242,0.52320224
South Carolina,1997,2,0.78049678,0.50081813,0.6962536
South Carolina,1997,3,0.96491939,0.43379286,0.79535043
South Carolina,1997,4,1.0389633,0.21914566,0.8106221
South Carolina,1998,1,1.5954007,-0.082556024,1.0053911
South Carolina,1998,2,0.85246229,0.20249289,0.67237651
South Carolina,1998,3,1.0302235,0.82330984,1.0165198
South Carolina,1998,4,1.8445693,0.61943471,1.3491734
South Carolina,1999,1,1.7449714,0.72241127,1.3633332
South Carolina,1999,2,1.6637363,1.9006284,1.7930024
South Carolina,1999,3,2.2837815,2.0947783,2.2387805
South Carolina,1999,4,3.3162851,2.7131944,3.08073
South Carolina,2000,1,3.1587365,3.2530584,3.1732054
South Carolina,2000,2,4.3382316,2.1170504,3.4112759
South Carolina,2000,3,3.7310185,2.3738143,3.1565442
South Carolina,2000,4,3.2243276,2.1836436,2.8057222
South Carolina,2001,1,4.0458374,2.2717762,3.3354011
South Carolina,2001,2,2.8718307,3.2874095,3.0369294
South Carolina,2001,3,3.6705906,2.4617624,3.1644025
South Carolina,2001,4,2.0871961,1.3558812,1.7601821
South Carolina,2002,1,1.8206326,0.86720651,1.4064436
South Carolina,2002,2,1.7613024,1.0250483,1.4293598
South Carolina,2002,3,1.9878311,1.8417512,1.9011083
South Carolina,2002,4,2.8695195,2.9819326,2.9025581
South Carolina,2003,1,2.9611011,2.9225016,2.9319036
South Carolina,2003,2,3.8644586,1.4785995,2.9048641
South Carolina,2003,3,3.2520683,0.21030508,2.0603929
South Carolina,2003,4,2.585489,0.25907373,1.6803081
South Carolina,2004,1,1.8710629,0.18849277,1.2191478
South Carolina,2004,2,1.408022,1.0194113,1.2712171
South Carolina,2004,3,1.4204607,1.696123,1.5290545
South Carolina,2004,4,1.6213061,1.6613947,1.6312547
South Carolina,2005,1,2.6289442,1.339123,2.1222408
South Carolina,2005,2,3.3252594,1.2421248,2.5116589
South Carolina,2005,3,4.6026273,1.4886422,3.3912144
South Carolina,2005,4,5.4452205,0.46833774,3.4948814
South Carolina,2006,1,5.1529422,0.77118009,3.4498737
South Carolina,2006,2,4.7213564,1.457024,3.4603717
South Carolina,2006,3,3.9095194,1.838768,3.1349573
South Carolina,2006,4,3.0293677,2.2211199,2.7440791
South Carolina,2007,1,3.7187343,3.704947,3.7682374
South Carolina,2007,2,5.4420991,4.1881309,5.0376701
South Carolina,2007,3,6.0785918,4.5603619,5.5558186
South Carolina,2007,4,4.8873086,3.6417291,4.4288006
South Carolina,2008,1,4.4679985,1.4980592,3.3196504
South Carolina,2008,2,2.9596186,1.0635734,2.1989942
South Carolina,2008,3,1.8811867,1.6922632,1.7678862
South Carolina,2008,4,2.330317,0.49214375,1.5948292
South Carolina,2009,1,2.123549,-0.30981573,1.1671319
South Carolina,2009,2,1.716889,-1.3239614,0.51861489
South Carolina,2009,3,2.1770852,-3.1990881,0.094213784
South Carolina,2009,4,3.4499917,-0.2709668,2.0529127
South Carolina,2010,1,4.0155478,0.97178864,2.910507
South Carolina,2010,2,4.0608501,1.3319999,3.1094255
South Carolina,2010,3,3.3832643,0.88925076,2.501708
South Carolina,2010,4,2.8157244,0.493774,1.9636717
South Carolina,2011,1,2.2275081,1.7928344,2.0362849
South Carolina,2011,2,2.5666847,2.852006,2.6004412
South Carolina,2011,3,2.5813477,4.6473398,3.2707667
South Carolina,2011,4,2.5353458,5.3005233,3.5074744
South Carolina,2012,1,1.8630543,4.6768007,2.8665535
South Carolina,2012,2,1.8808843,2.8190477,2.2082663
South Carolina,2012,3,0.97745818,1.5323,1.1492982
South Carolina,2012,4,1.1544713,0.47141781,0.87738472
South Carolina,2013,1,0.024352372,-0.06570632,-0.080978177
South Carolina,2013,2,0.85425067,-0.25766459,0.44742864
South Carolina,2013,3,1.6244655,0.24436249,1.1450809
South Carolina,2013,4,0.035856742,0.25480357,0.051507432
South Carolina,2014,1,0.84707874,0.60294187,0.72133714
South Carolina,2014,2,-0.014169316,1.20368,0.33112028
South Carolina,2014,3,-0.6025942,0.51201874,-0.34398618
South Carolina,2014,4,-0.34670705,-0.22913596,-0.47845802
South Carolina,2015,1,-1.5219899,-2.4034524,-2.1287086
South Carolina,2015,2,-1.724826,-3.0398877,-2.5247138
South Carolina,2015,3,-0.45893618,-3.160579,-1.7172811
South Carolina,2015,4,1.8345314,-3.7595494,-0.39025405
South Carolina,2016,1,2.756974,-3.5493841,0.35267845
South Carolina,2016,2,1.9065796,-2.7875059,0.13025236
South Carolina,2016,3,1.0948057,-2.4212701,-0.25709516
South Carolina,2016,4,1.1212043,-0.61253768,0.4325673
South Carolina,2017,1,2.8553443,0.39385122,1.9490467
South Carolina,2017,2,3.8842814,-0.48750687,2.2926934
South Carolina,2017,3,3.8499959,-0.53389955,2.2585628
South Carolina,2017,4,3.2317657,-1.0837688,1.6849878
Tennessee,1978,1,5.2360325,-3.9557722,0.87172973
Tennessee,1978,2,5.2378087,-7.5578504,-0.92261732
Tennessee,1978,3,5.5611382,-7.7575617,-0.86288816
Tennessee,1978,4,6.5697913,-5.565002,0.78761029
Tennessee,1979,1,9.6619272,-0.98607558,4.6368484
Tennessee,1979,2,10.224791,0.90231091,5.8624187
Tennessee,1979,3,10.326157,5.4557629,7.9242911
Tennessee,1979,4,10.93261,6.6372194,8.7753868
Tennessee,1980,1,10.737201,7.8571053,9.3259439
Tennessee,1980,2,12.946054,8.11516,10.674093
Tennessee,1980,3,15.173491,8.8162165,12.255394
Tennessee,1980,4,14.47752,7.2680697,11.238154
Tennessee,1981,1,14.372461,6.0967779,10.661648
Tennessee,1981,2,12.157537,5.303566,9.1124067
Tennessee,1981,3,10.348317,19.637766,14.489449
Tennessee,1981,4,10.439061,20.185707,14.683256
Tennessee,1982,1,8.8156691,18.423805,12.99622
Tennessee,1982,2,8.1112366,17.365911,12.137052
Tennessee,1982,3,6.6693993,0.9936164,4.0693789
Tennessee,1982,4,6.0583949,1.0614368,3.797966
Tennessee,1983,1,7.0731845,0.5172838,4.0872092
Tennessee,1983,2,5.9427886,-0.007918571,3.2381883
Tennessee,1983,3,5.1850252,0.1653346,2.9179676
Tennessee,1983,4,3.805124,0.23441808,2.2014177
Tennessee,1984,1,1.9934571,1.6992354,1.864507
Tennessee,1984,2,2.6603515,2.774024,2.7099407
Tennessee,1984,3,2.6780446,3.8169074,3.1766415
Tennessee,1984,4,2.9755635,1.9154364,2.5080888
Tennessee,1985,1,2.5144918,0.97616339,1.8357651
Tennessee,1985,2,1.7982637,0.67610377,1.3098038
Tennessee,1985,3,2.1081433,-0.64430612,0.90282637
Tennessee,1985,4,1.5986799,0.36737546,1.0694618
Tennessee,1986,1,1.533323,1.0992788,1.3511151
Tennessee,1986,2,1.7707242,-0.29145932,0.87038898
Tennessee,1986,3,0.93696475,-0.31475782,0.39161897
Tennessee,1986,4,0.92908472,-1.8520811,-0.29733339
Tennessee,1989,1,4.6963654,2.8006089,3.9152369
Tennessee,1989,2,3.4937818,3.2847555,3.3990169
Tennessee,1989,3,5.093029,2.8257227,4.189702
Tennessee,1989,4,3.8115361,2.9530249,3.5168808
Tennessee,1990,1,4.3476958,3.1318259,3.914233
Tennessee,1990,2,4.9166641,1.785356,3.7006798
Tennessee,1990,3,4.1749477,2.0558755,3.4062014
Tennessee,1990,4,4.1650305,2.5738332,3.6022646
Tennessee,1991,1,2.5893886,1.5719651,2.2502875
Tennessee,1991,2,2.1002786,2.3817086,2.2801011
Tennessee,1991,3,1.5861762,1.5623713,1.575783
Tennessee,1991,4,5.3240442,0.38317698,3.2881343
Tennessee,1992,1,4.8902383,-0.16710575,2.8130879
Tennessee,1992,2,4.3300538,0.063852377,2.5521672
Tennessee,1992,3,3.5584936,0.87036318,2.3981752
Tennessee,1992,4,0.89890647,1.3162886,0.99943477
Tennessee,1993,1,1.5870068,1.8823758,1.6459024
Tennessee,1993,2,3.6796668,1.4890842,2.8279481
Tennessee,1993,3,4.6403298,0.43268555,3.0186646
Tennessee,1993,4,4.2561007,0.71793306,2.9304779
Tennessee,1994,1,4.7400055,0.73587608,3.250427
Tennessee,1994,2,3.2229307,0.48520619,2.2041411
Tennessee,1994,3,2.7907555,1.3468429,2.2584851
Tennessee,1994,4,2.5707657,1.2809439,2.0761621
Tennessee,1995,1,3.0056407,1.6213684,2.4501095
Tennessee,1995,2,2.9583359,2.004961,2.5597994
Tennessee,1995,3,2.7837601,1.6302203,2.3441467
Tennessee,1995,4,3.2016106,1.1696304,2.4264498
Tennessee,1996,1,2.7439768,0.79095441,1.9914753
Tennessee,1996,2,2.8340309,1.7313581,2.4335806
Tennessee,1996,3,2.8528066,2.2282226,2.6439576
Tennessee,1996,4,2.4644504,2.9678526,2.7162321
Tennessee,1997,1,2.7833307,2.773241,2.8795624
Tennessee,1997,2,2.324894,1.8010194,2.2235231
Tennessee,1997,3,2.0080829,1.4211777,1.9069589
Tennessee,1997,4,2.7655101,1.4587526,2.3755341
Tennessee,1998,1,2.8909488,3.1436305,3.0619445
Tennessee,1998,2,4.2874217,3.1337736,3.9638119
Tennessee,1998,3,4.7582183,2.9139278,4.215261
Tennessee,1998,4,2.8079989,2.6587715,2.8323886
Tennessee,1999,1,0.61175382,0.90302181,0.76133293
Tennessee,1999,2,1.2000427,1.6890527,1.444834
Tennessee,1999,3,2.2770336,3.2598076,2.6551812
Tennessee,1999,4,2.406291,3.9298732,2.9739993
Tennessee,2000,1,4.0194869,5.1653352,4.4884934
Tennessee,2000,2,3.8053217,4.2239399,3.9669907
Tennessee,2000,3,4.0371275,2.3981974,3.4638526
Tennessee,2000,4,3.4628942,2.1042867,2.9925835
Tennessee,2001,1,3.3850408,0.80318308,2.4584546
Tennessee,2001,2,2.5325241,0.99785447,1.9866771
Tennessee,2001,3,2.4311783,0.83051741,1.7268989
Tennessee,2001,4,2.6956434,-0.076657631,1.5430951
Tennessee,2002,1,2.0119331,-0.13225971,1.0943812
Tennessee,2002,2,2.1909478,0.11700699,1.3255661
Tennessee,2002,3,1.9262319,-0.024047226,1.2023897
Tennessee,2002,4,4.2698755,0.77979112,3.0766618
Tennessee,2003,1,5.2785172,1.2958655,3.9200177
Tennessee,2003,2,4.4832931,0.13581553,2.9738812
Tennessee,2003,3,3.1230154,0.86913675,2.4207618
Tennessee,2003,4,2.8981283,-0.20507064,1.9236503
Tennessee,2004,1,1.6417708,-0.75443602,0.83778948
Tennessee,2004,2,2.3354623,1.6840881,1.9604083
Tennessee,2004,3,3.40412,1.4422169,2.5012465
Tennessee,2004,4,3.5496345,2.7856112,3.0399263
Tennessee,2005,1,4.65273,2.6032522,3.7534518
Tennessee,2005,2,4.2245717,1.3592579,3.2371595
Tennessee,2005,3,3.5631683,1.86054,3.0061498
Tennessee,2005,4,4.2231846,1.7631798,3.4412816
Tennessee,2006,1,4.3630972,2.657773,3.8743753
Tennessee,2006,2,4.7074609,2.8890309,4.1933565
Tennessee,2006,3,5.0703731,2.4171021,4.2948432
Tennessee,2006,4,2.3698187,1.6061985,2.0973139
Tennessee,2007,1,2.1806178,0.97859544,1.7555075
Tennessee,2007,2,1.7432727,1.0944178,1.4836971
Tennessee,2007,3,0.920591,0.88989997,0.81574702
Tennessee,2007,4,2.1460533,1.666346,1.9610711
Tennessee,2008,1,2.3377738,3.3861883,2.665956
Tennessee,2008,2,4.515234,4.7255826,4.692605
Tennessee,2008,3,5.281826,6.1082082,5.7455983
Tennessee,2008,4,5.3072987,3.0215483,4.6901007
Tennessee,2009,1,3.5432503,0.2727128,2.5531738
Tennessee,2009,2,0.92589277,-1.3756542,0.1284447
Tennessee,2009,3,-0.19319412,-1.6032387,-0.79554558
Tennessee,2009,4,-1.1228563,1.4973768,-0.37526625
Tennessee,2010,1,0.057018708,3.8331964,1.1667762
Tennessee,2010,2,2.3893685,3.5316651,2.6812844
Tennessee,2010,3,2.8488133,2.7011249,2.7207541
Tennessee,2010,4,3.3328283,2.5071313,2.971853
Tennessee,2011,1,3.5068042,2.5326638,3.1083517
Tennessee,2011,2,3.8459508,3.9188278,3.7815855
Tennessee,2011,3,5.0735965,4.7393808,4.9499855
Tennessee,2011,4,5.1456938,4.3070784,4.87712
Tennessee,2012,1,4.7137227,3.9830279,4.52385
Tennessee,2012,2,2.8053226,2.317121,2.6100192
Tennessee,2012,3,2.2635384,0.92636693,1.7924043
Tennessee,2012,4,2.4219716,0.79116905,1.8571907
Tennessee,2013,1,3.022639,0.29697135,2.1097605
Tennessee,2013,2,4.2189927,0.23966299,3.0761247
Tennessee,2013,3,3.9010053,0.82398707,3.0663505
Tennessee,2013,4,2.897614,0.23026517,2.1254506
Tennessee,2014,1,3.0607328,0.25541389,2.2567065
Tennessee,2014,2,3.0123358,0.23256949,2.1796553
Tennessee,2014,3,2.795922,-0.17686251,1.8516428
Tennessee,2014,4,3.8984911,-0.74741948,2.3864708
Tennessee,2015,1,4.3770027,-2.7850776,1.9526786
Tennessee,2015,2,3.8778701,-2.5506086,1.6585084
Tennessee,2015,3,3.509789,-2.4311943,1.4719404
Tennessee,2015,4,3.9405153,-2.6924753,1.7873994
Tennessee,2016,1,3.3726611,-2.5477493,1.5381362
Tennessee,2016,2,2.6549397,-2.1453238,1.188827
Tennessee,2016,3,2.3618002,-2.2843423,0.93100011
Tennessee,2016,4,2.3527925,-0.9197554,1.3386159
Tennessee,2017,1,2.1841121,0.32380044,1.564631
Tennessee,2017,2,2.6895089,-0.94892311,1.5608612
Tennessee,2017,3,3.1155841,-0.10993313,2.168308
Tennessee,2017,4,2.521709,0.21621719,1.8281531
Texas,1978,1,10.217484,6.7289414,8.6764603
Texas,1978,2,11.860212,7.4989176,9.9008055
Texas,1978,3,7.7195625,5.7601337,6.853385
Texas,1978,4,8.2978516,5.6715121,7.1061654
Texas,1979,1,7.1597142,4.4034252,5.8695898
Texas,1979,2,7.5037317,4.9361777,6.2907381
Texas,1979,3,7.5016193,6.2105832,6.8466859
Texas,1979,4,8.5140209,6.8440509,7.7268615
Texas,1980,1,8.4900951,7.8488626,8.1843557
Texas,1980,2,8.924448,7.7906518,8.4101429
Texas,1980,3,9.0197487,8.5563021,8.8189049
Texas,1980,4,9.3187714,9.5047293,9.4052029
Texas,1981,1,9.2017536,8.6387291,8.9514399
Texas,1981,2,9.2938747,6.8057013,8.1806049
Texas,1981,3,8.4768562,4.467577,6.6780372
Texas,1981,4,9.0617743,2.2767065,6.0137081
Texas,1982,1,8.3712845,0.75675404,4.9624658
Texas,1982,2,7.8266048,0.77137995,4.6946959
Texas,1982,3,6.7074451,1.6044197,4.4520464
Texas,1982,4,7.0356679,1.3821719,4.5854654
Texas,1983,1,6.6731162,1.8876368,4.623776
Texas,1983,2,5.5194106,1.866346,3.9691677
Texas,1983,3,6.3089871,1.2960285,4.1640854
Texas,1983,4,4.2681231,1.5180516,3.1019773
Texas,1984,1,4.1705008,1.976274,3.234808
Texas,1984,2,4.410851,2.0004916,3.3777797
Texas,1984,3,4.9949679,2.4161797,3.9051576
Texas,1984,4,3.6230955,3.0418134,3.3811488
Texas,1985,1,3.0307384,2.480305,2.7979765
Texas,1985,2,1.9063194,1.5768261,1.757756
Texas,1985,3,1.2842867,0.39244449,0.88617343
Texas,1985,4,2.4219244,0.25508028,1.5042459
Texas,1986,1,2.337297,-0.52953815,1.1253408
Texas,1986,2,2.3066339,-1.8870293,0.52990592
Texas,1986,3,2.6887138,-1.1613786,0.98125249
Texas,1986,4,2.6182857,-1.85602,0.63893181
Texas,1989,1,4.0384645,4.2306705,4.1039863
Texas,1989,2,3.3794112,4.9715872,3.9746749
Texas,1989,3,3.8183417,3.7879567,3.8148382
Texas,1989,4,3.4530377,2.8435168,3.2070723
Texas,1990,1,3.2401142,3.2062089,3.2252932
Texas,1990,2,4.5709019,1.675285,3.4568157
Texas,1990,3,4.433938,2.5520036,3.722626
Texas,1990,4,3.8152285,3.5624177,3.7598896
Texas,1991,1,4.6834641,2.3908753,3.8495469
Texas,1991,2,3.0731909,2.611094,2.9021142
Texas,1991,3,3.4340358,1.4908733,2.6726503
Texas,1991,4,4.2653399,0.37032536,2.7370858
Texas,1992,1,3.2623839,0.57238698,2.2164938
Texas,1992,2,4.4377327,0.55575377,2.9703848
Texas,1992,3,3.5073662,0.71077031,2.4589822
Texas,1992,4,2.7154722,0.6349864,1.9414929
Texas,1993,1,2.5440066,0.65101022,1.8314698
Texas,1993,2,2.6151285,0.74555922,1.9061105
Texas,1993,3,3.9507558,0.41512772,2.634336
Texas,1993,4,4.0050802,0.98692018,2.9061055
Texas,1994,1,3.983407,0.6761862,2.7849166
Texas,1994,2,3.4774079,0.84676462,2.5563104
Texas,1994,3,2.8980446,1.679677,2.5122554
Texas,1994,4,2.2729864,1.3202751,1.9530462
Texas,1995,1,3.1031549,1.278309,2.4258733
Texas,1995,2,2.5801711,1.2711509,2.0618455
Texas,1995,3,1.529138,0.75014353,1.192492
Texas,1995,4,1.9682888,1.231644,1.6624742
Texas,1996,1,1.214833,1.62203,1.3201343
Texas,1996,2,1.9125007,1.870146,1.9027103
Texas,1996,3,2.6559777,2.1247215,2.4926553
Texas,1996,4,2.6697664,2.1742544,2.5053155
Texas,1997,1,3.4361248,1.8315419,2.9187074
Texas,1997,2,3.3509691,0.82954866,2.5171926
Texas,1997,3,2.6532311,0.17987654,1.827356
Texas,1997,4,2.4250026,-0.11778948,1.5662786
Texas,1998,1,1.0785798,-1.3528004,0.11099353
Texas,1998,2,0.71433228,-1.21354,-0.077224836
Texas,1998,3,0.54724276,-0.58472121,0.066054828
Texas,1998,4,0.53915477,-0.69510227,0.023295956
Texas,1999,1,1.1730717,0.20966844,0.88712019
Texas,1999,2,1.2024747,0.93124056,1.1487591
Texas,1999,3,2.4183202,0.92312557,1.8935927
Texas,1999,4,2.7604463,1.4193677,2.2939556
Texas,2000,1,3.1339357,2.1805339,2.8156242
Texas,2000,2,3.7776299,2.4684787,3.3575416
