Year,Month,Trade Type,Origin,HKHS 4-digit,Statistics,Value,Unit
2018,Mar,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,391,502",HK$ '000
2018,Mar,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,355,055",HK$ '000
2018,Apr,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,987,252",HK$ '000
2018,Apr,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"18,617,194",HK$ '000
2018,Apr,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"10,308,369",HK$ '000
2018,Apr,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"29,439,258",HK$ '000
2018,Apr,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,587,883",HK$ '000
2018,Apr,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,602,921",HK$ '000
2018,May,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,203,864",HK$ '000
2018,May,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"19,283,247",HK$ '000
2018,May,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"10,597,379",HK$ '000
2018,May,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"30,373,502",HK$ '000
2018,May,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,301,110",HK$ '000
2018,May,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,238,960",HK$ '000
2018,Jun,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,351,706",HK$ '000
2018,Jun,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"19,653,018",HK$ '000
2018,Jun,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"11,319,249",HK$ '000
2018,Jun,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"29,448,183",HK$ '000
2018,Jun,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,641,427",HK$ '000
2018,Jun,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,725,650",HK$ '000
2018,Jul,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,797,933",HK$ '000
2018,Jul,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"19,281,392",HK$ '000
2018,Jul,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"11,438,039",HK$ '000
2018,Jul,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"31,248,969",HK$ '000
2018,Jul,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,765,670",HK$ '000
2018,Jul,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,657,052",HK$ '000
2018,Aug,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"5,536,543",HK$ '000
2018,Aug,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"20,441,892",HK$ '000
2018,Aug,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"10,948,471",HK$ '000
2018,Aug,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"31,092,991",HK$ '000
2018,Aug,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,437,794",HK$ '000
2018,Aug,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,587,186",HK$ '000
2018,Sep,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"5,444,939",HK$ '000
2018,Sep,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"23,607,734",HK$ '000
2018,Sep,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"10,682,735",HK$ '000
2018,Sep,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"28,494,618",HK$ '000
2018,Sep,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,327,563",HK$ '000
2018,Sep,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,672,911",HK$ '000
2018,Oct,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"5,636,943",HK$ '000
2018,Oct,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"20,359,599",HK$ '000
2018,Oct,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"9,158,858",HK$ '000
2018,Oct,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"30,086,693",HK$ '000
2018,Oct,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,273,180",HK$ '000
2018,Oct,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,899,012",HK$ '000
2018,Nov,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,908,442",HK$ '000
2018,Nov,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"14,295,539",HK$ '000
2018,Nov,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"11,203,287",HK$ '000
2018,Nov,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"26,542,060",HK$ '000
2018,Nov,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,303,938",HK$ '000
2018,Nov,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,966,698",HK$ '000
2018,Dec,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,375,883",HK$ '000
2018,Dec,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"12,777,201",HK$ '000
2018,Dec,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"11,361,913",HK$ '000
2018,Dec,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"24,382,692",HK$ '000
2018,Dec,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,210,967",HK$ '000
2018,Dec,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,763,103",HK$ '000
2019,Jan,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,896,105",HK$ '000
2019,Jan,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"11,019,690",HK$ '000
2019,Jan,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,861,181",HK$ '000
2019,Jan,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"25,178,292",HK$ '000
2019,Jan,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,203,665",HK$ '000
2019,Jan,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,616,394",HK$ '000
2019,Feb,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,266,381",HK$ '000
2019,Feb,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"9,416,710",HK$ '000
2019,Feb,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,024,938",HK$ '000
2019,Feb,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"20,926,331",HK$ '000
2019,Feb,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"886,208",HK$ '000
2019,Feb,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,467,902",HK$ '000
2019,Mar,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,703,949",HK$ '000
2019,Mar,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"17,201,158",HK$ '000
2019,Mar,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"12,112,598",HK$ '000
2019,Mar,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"28,219,290",HK$ '000
2019,Mar,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,122,301",HK$ '000
2019,Mar,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,927,952",HK$ '000
2019,Apr,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,094,210",HK$ '000
2019,Apr,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"12,921,035",HK$ '000
2019,Apr,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,923,116",HK$ '000
2019,Apr,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"26,391,769",HK$ '000
2019,Apr,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,104,723",HK$ '000
2019,Apr,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,274,271",HK$ '000
2019,May,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,544,752",HK$ '000
2019,May,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"14,178,748",HK$ '000
2019,May,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,727,066",HK$ '000
2019,May,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"29,679,701",HK$ '000
2019,May,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,210,187",HK$ '000
2019,May,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,341,136",HK$ '000
2019,Jun,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,955,848",HK$ '000
2019,Jun,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"15,711,975",HK$ '000
2019,Jun,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"9,394,818",HK$ '000
2019,Jun,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"30,257,663",HK$ '000
2019,Jun,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"933,264",HK$ '000
2019,Jun,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,724,516",HK$ '000
2019,Jul,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,853,810",HK$ '000
2019,Jul,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"14,533,538",HK$ '000
2019,Jul,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,559,532",HK$ '000
2019,Jul,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"29,846,929",HK$ '000
2019,Jul,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"941,079",HK$ '000
2019,Jul,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,838,767",HK$ '000
2019,Aug,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"5,471,730",HK$ '000
2019,Aug,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"15,481,911",HK$ '000
2019,Aug,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,638,245",HK$ '000
2019,Aug,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"33,200,465",HK$ '000
2019,Aug,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"998,763",HK$ '000
2019,Aug,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,376,553",HK$ '000
2019,Sep,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,861,488",HK$ '000
2019,Sep,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"17,313,633",HK$ '000
2019,Sep,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,960,385",HK$ '000
2019,Sep,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"31,098,074",HK$ '000
2019,Sep,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,102,381",HK$ '000
2019,Sep,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,839,091",HK$ '000
2019,Oct,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,987,244",HK$ '000
2019,Oct,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"15,943,398",HK$ '000
2019,Oct,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"9,375,512",HK$ '000
2019,Oct,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"33,921,156",HK$ '000
2019,Oct,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,210,188",HK$ '000
2019,Oct,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,157,011",HK$ '000
2019,Nov,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,192,599",HK$ '000
2019,Nov,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"14,914,966",HK$ '000
2019,Nov,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"9,319,390",HK$ '000
2019,Nov,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"31,920,615",HK$ '000
2019,Nov,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"871,838",HK$ '000
2019,Nov,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,874,916",HK$ '000
2019,Dec,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,233,577",HK$ '000
2019,Dec,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"14,703,799",HK$ '000
2019,Dec,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"9,291,181",HK$ '000
2019,Dec,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"33,587,390",HK$ '000
2019,Dec,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,004,425",HK$ '000
2019,Dec,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,425,147",HK$ '000
2020,Jan,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,429,027",HK$ '000
2020,Jan,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"12,488,526",HK$ '000
2020,Jan,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"7,289,944",HK$ '000
2020,Jan,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"27,489,810",HK$ '000
2020,Jan,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,038,044",HK$ '000
2020,Jan,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,173,055",HK$ '000
2020,Feb,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,667,152",HK$ '000
2020,Feb,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"13,750,425",HK$ '000
2020,Feb,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,715,691",HK$ '000
2020,Feb,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"27,751,756",HK$ '000
2020,Feb,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,106,278",HK$ '000
2020,Feb,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"2,917,544",HK$ '000
2020,Mar,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,110,171",HK$ '000
2020,Mar,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"17,373,130",HK$ '000
2020,Mar,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"10,427,817",HK$ '000
2020,Mar,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"33,153,476",HK$ '000
2020,Mar,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,090,569",HK$ '000
2020,Mar,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,292,248",HK$ '000
2020,Apr,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,845,127",HK$ '000
2020,Apr,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"15,574,225",HK$ '000
2020,Apr,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"8,715,285",HK$ '000
2020,Apr,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"37,016,569",HK$ '000
2020,Apr,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,881,604",HK$ '000
2020,Apr,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,236,325",HK$ '000
2020,May,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,231,628",HK$ '000
2020,May,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"13,467,681",HK$ '000
2020,May,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"10,808,374",HK$ '000
2020,May,Imports,TAIWAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"32,047,415",HK$ '000
2020,May,Imports,USA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"1,149,416",HK$ '000
2020,May,Imports,VIET NAM,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"4,423,691",HK$ '000
2020,Jun,Imports,JAPAN,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"3,342,078",HK$ '000
2020,Jun,Imports,KOREA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"13,263,120",HK$ '000
2020,Jun,Imports,MALAYSIA,8542 - ELECTRONIC INTEGRATED CIRCUITS AND MICROASSEMBLIES,Value (Monthly) (HK$ '000),"12,998,046",HK$ '000
